"Call No","Taken Date","Closed Date","Closed Year","Days With APT","Days With Customer","Total Days","Chargeable","Project Work","Quote Time","Time Hours Estimated","Time Hours Total"
"160837","27 Aug 2013","10 Oct 2013","2013","6","26","32","N","N","0","0.00","0.00"
"160838","27 Aug 2013","19 Dec 2013","2013","64","18","82","N","N","0","0.00","0.00"
"160839","28 Aug 2013","3 Sep 2013","2013","4","0","4","U","","0","0.00","0.25"
"160840","28 Aug 2013","16 Apr 2014","2014","45","120","165","Y","N","1","0.00","5.48"
"160841","28 Aug 2013","28 Aug 2013","2013","0","0","0","N","","0","0.00","1.00"
"160842","28 Aug 2013","28 Aug 2014","2014","15","224","239","U","","0","0.00","0.16"
"160843","28 Aug 2013","2 Sep 2013","2013","3","0","3","Y","Y","0","0.00","0.16"
"160844","28 Aug 2013","2 Sep 2013","2013","3","0","3","Y","Y","0","0.00","0.16"
"160845","28 Aug 2013","4 Sep 2013","2013","5","0","5","N","N","0","0.00","0.99"
"160846","28 Aug 2013","28 Aug 2013","2013","0","0","0","N","N","0","0.00","0.16"
"160847","28 Aug 2013","10 Feb 2014","2014","118","0","118","N","N","0","0.00","0.32"
"160848","28 Aug 2013","9 Dec 2014","2014","334","0","334","N","N","0","0.00","0.41"
"160849","28 Aug 2013","28 Aug 2013","2013","0","0","0","R","N","0","0.00","0.00"
"160850","28 Aug 2013","28 Aug 2013","2013","0","0","0","N","N","0","0.00","0.16"
"160851","28 Aug 2013","29 Aug 2013","2013","1","0","1","U","N","0","0.00","0.00"
"160852","28 Aug 2013","28 Aug 2013","2013","0","0","0","N","N","0","0.00","0.99"
"160853","28 Aug 2013","27 Nov 2013","2013","37","28","65","Y","N","1","0.00","2.81"
"160854","28 Aug 2013","23 Sep 2013","2013","18","0","18","N","N","0","0.00","3.25"
"160855","28 Aug 2013","29 Aug 2013","2013","1","0","1","N","N","0","0.00","0.00"
"160856","28 Aug 2013","3 Sep 2013","2013","3","1","4","N","N","0","0.00","0.16"
"160857","29 Aug 2013","19 Sep 2013","2013","0","15","15","U","","0","0.00","0.50"
"160858","29 Aug 2013","6 Dec 2013","2013","30","41","71","Y","N","2","0.00","5.81"
"160859","29 Aug 2013","12 Sep 2013","2013","0","10","10","U","","0","0.00","0.25"
"160860","29 Aug 2013","14 Aug 2014","2014","175","75","250","Y","Y","80","0.00","182.76"
"160861","29 Aug 2013","29 Aug 2013","2013","0","0","0","N","N","0","0.00","0.16"
"160862","29 Aug 2013","25 Nov 2013","2013","41","21","62","N","N","0","0.00","13.23"
"160863","29 Aug 2013","23 Oct 2013","2013","17","22","39","U","","0","0.00","1.08"
"160864","29 Aug 2013","29 Aug 2013","2013","0","0","0","N","N","0","0.00","3.50"
"160865","29 Aug 2013","30 Aug 2013","2013","1","0","1","N","N","0","0.00","0.00"
"160866","29 Aug 2013","28 Nov 2013","2013","38","27","65","Y","N","2","0.00","1.32"
"160867","29 Aug 2013","23 Oct 2013","2013","1","38","39","N","N","0","0.00","0.32"
"160868","30 Aug 2013","27 Nov 2013","2013","19","44","63","U","","0","0.00","4.32"
"160869","30 Aug 2013","19 Mar 2014","2014","91","52","143","N","N","0","0.00","9.41"
"160870","30 Aug 2013","6 Nov 2013","2013","13","35","48","N","N","0","0.00","5.41"
"160871","30 Aug 2013","23 Sep 2013","2013","3","13","16","N","N","0","0.00","1.58"
"160872","30 Aug 2013","30 Aug 2013","2013","0","0","0","N","N","0","0.00","0.00"
"160873","30 Aug 2013","30 Aug 2013","2013","0","0","0","U","","0","0.00","0.00"
"160874","30 Aug 2013","16 Oct 2015","2015","468","87","555","Y","N","12","0.00","16.31"
"160875","30 Aug 2013","30 Aug 2013","2013","0","0","0","N","N","0","0.00","0.50"
"160876","30 Aug 2013","2 Sep 2013","2013","0","1","1","N","N","0","0.00","0.50"
"160877","2 Sep 2013","2 Oct 2013","2013","1","21","22","N","N","0","0.00","0.08"
"160878","2 Sep 2013","16 Oct 2013","2013","0","32","32","N","N","0","0.00","0.08"
"160879","2 Sep 2013","9 Oct 2013","2013","0","27","27","N","N","0","0.00","0.40"
"160880","2 Sep 2013","2 Sep 2013","2013","0","0","0","N","N","0","0.00","0.50"
"160881","2 Sep 2013","2 Sep 2013","2013","0","0","0","N","N","0","0.00","0.16"
"160882","2 Sep 2013","2 Sep 2013","2013","0","0","0","N","","0","0.00","1.00"
"160885","2 Sep 2013","2 Sep 2013","2013","0","0","0","N","N","0","0.00","0.16"
"160886","2 Sep 2013","16 Dec 2013","2013","39","36","75","N","N","0","0.00","5.49"
"160887","2 Sep 2013","2 Sep 2013","2013","0","0","0","N","N","0","0.00","0.16"
"160888","2 Sep 2013","2 Sep 2013","2013","0","0","0","N","N","0","0.00","0.50"
"160889","2 Sep 2013","19 Mar 2014","2014","129","13","142","N","N","0","0.00","7.32"
"160890","2 Sep 2013","4 Sep 2013","2013","0","2","2","N","N","0","0.00","1.00"
"160891","2 Sep 2013","16 Oct 2013","2013","0","32","32","N","N","0","0.00","0.08"
"160892","3 Sep 2013","24 Oct 2013","2013","30","7","37","Y","","1","0.00","1.41"
"160893","3 Sep 2013","4 Sep 2013","2013","1","0","1","U","","0","0.00","0.00"
"160894","3 Sep 2013","4 Sep 2013","2013","0","1","1","N","N","0","0.00","0.16"
"160895","3 Sep 2013","2 Oct 2013","2013","2","19","21","N","N","0","0.00","0.50"
"160896","3 Sep 2013","3 Sep 2013","2013","0","0","0","U","","0","0.00","0.08"
"160897","3 Sep 2013","11 Oct 2013","2013","0","28","28","N","N","0","0.00","0.00"
"160898","3 Sep 2013","3 Sep 2013","2013","0","0","0","N","N","0","0.00","0.08"
"160899","3 Sep 2013","3 Sep 2013","2013","0","0","0","N","N","0","0.00","0.00"
"160900","3 Sep 2013","3 Sep 2013","2013","0","0","0","U","","0","0.00","0.00"
"160901","3 Sep 2013","16 Sep 2013","2013","9","0","9","N","N","0","0.00","1.16"
"160902","3 Sep 2013","10 Oct 2013","2013","27","0","27","N","N","0","0.00","0.00"
"160903","3 Sep 2013","18 Nov 2013","2013","54","0","54","N","N","0","0.00","0.00"
"160904","3 Sep 2013","23 Oct 2013","2013","0","36","36","N","N","0","0.00","0.08"
"160905","3 Sep 2013","3 Sep 2013","2013","0","0","0","N","N","0","0.00","0.08"
"160906","3 Sep 2013","3 Sep 2013","2013","0","0","0","N","N","0","0.00","0.08"
"160907","3 Sep 2013","2 Oct 2013","2013","1","20","21","N","N","0","0.00","1.41"
"160908","3 Sep 2013","12 Feb 2014","2014","93","23","116","Y","N","4","0.00","4.41"
"160909","3 Sep 2013","4 Sep 2013","2013","0","1","1","U","","0","0.00","0.00"
"160910","3 Sep 2013","11 Sep 2013","2013","0","6","6","N","N","0","0.00","0.00"
"160911","3 Sep 2013","5 Sep 2013","2013","2","0","2","N","N","0","0.00","0.00"
"160912","4 Sep 2013","7 Nov 2013","2013","43","3","46","Y","N","2","0.00","0.75"
"160913","4 Sep 2013","5 Sep 2014","2014","72","114","186","N","N","0","0.00","5.99"
"160914","4 Sep 2013","26 Mar 2014","2014","120","25","145","N","N","0","0.00","8.64"
"160915","4 Sep 2013","17 Jun 2014","2014","204","0","204","Y","N","10","0.00","9.25"
"160916","4 Sep 2013","24 Oct 2013","2013","2","34","36","Y","N","1","0.00","3.00"
"160917","4 Sep 2013","5 Sep 2013","2013","1","0","1","N","N","0","0.00","0.08"
"160918","4 Sep 2013","5 Sep 2013","2013","0","1","1","U","","0","0.00","0.00"
"160919","4 Sep 2013","23 Oct 2013","2013","0","35","35","N","N","0","0.00","0.00"
"160920","4 Sep 2013","25 Sep 2013","2013","15","0","15","N","N","0","0.00","0.20"
"160921","4 Sep 2013","24 Sep 2013","2013","14","0","14","N","N","0","0.00","2.79"
"160922","5 Sep 2013","30 Sep 2013","2013","17","0","17","R","","2","0.00","0.00"
"160923","5 Sep 2013","2 Oct 2013","2013","0","19","19","N","N","0","0.00","0.25"
"160924","5 Sep 2013","5 Sep 2013","2013","0","0","0","U","","0","0.00","0.00"
"160925","5 Sep 2013","5 Sep 2013","2013","0","0","0","U","","0","0.00","0.00"
"160926","5 Sep 2013","3 Dec 2013","2013","40","23","63","N","N","0","0.00","0.00"
"160927","5 Sep 2013","5 Sep 2013","2013","0","0","0","N","N","0","0.00","0.50"
"160928","5 Sep 2013","6 Nov 2013","2013","10","34","44","U","","0","0.00","1.00"
"160929","5 Sep 2013","9 Sep 2013","2013","2","0","2","U","","0","0.00","2.83"
"160930","5 Sep 2013","6 Sep 2013","2013","0","1","1","U","","0","0.00","0.00"
"160931","5 Sep 2013","6 Nov 2013","2013","5","39","44","U","","0","0.00","0.49"
"160932","6 Sep 2013","22 Jan 2014","2014","0","98","98","U","","0","0.00","0.65"
"160933","6 Sep 2013","30 Sep 2013","2013","16","0","16","N","N","0","0.00","0.00"
"160934","6 Sep 2013","6 Sep 2013","2013","0","0","0","U","","0","0.00","0.00"
"160935","6 Sep 2013","6 Nov 2013","2013","10","33","43","U","","0","0.00","1.16"
"160936","6 Sep 2013","18 Dec 2013","2013","7","66","73","U","","0","0.00","3.66"
"160937","6 Sep 2013","22 Jan 2014","2014","62","36","98","U","","0","0.00","1.16"
"160938","6 Sep 2013","23 Sep 2013","2013","2","9","11","U","","0","0.00","0.50"
"160939","9 Sep 2013","10 Oct 2013","2013","14","9","23","U","","0","0.00","2.65"
"160940","9 Sep 2013","19 Nov 2013","2013","19","32","51","Y","N","2","0.00","3.15"
"160970","9 Sep 2013","9 Sep 2013","2013","0","0","0","N","N","0","0.00","0.00"
"160971","9 Sep 2013","23 Oct 2013","2013","0","32","32","N","N","0","0.00","0.00"
"160972","9 Sep 2013","9 Sep 2013","2013","0","0","0","N","N","0","0.00","0.00"
"160973","9 Sep 2013","26 Sep 2013","2013","13","0","13","N","N","0","0.00","1.16"
"160974","9 Sep 2013","9 Sep 2013","2013","0","0","0","N","N","0","0.00","0.00"
"160975","9 Sep 2013","27 Sep 2013","2013","13","1","14","U","","0","0.00","0.66"
"160976","9 Sep 2013","1 Oct 2014","2014","241","36","277","U","","0","0.00","2.55"
"160977","9 Sep 2013","7 Nov 2013","2013","22","21","43","Y","N","1","0.00","1.07"
"160978","9 Sep 2013","13 Sep 2013","2013","2","2","4","N","N","0","0.00","5.32"
"160979","9 Sep 2013","9 Jan 2014","2014","57","31","88","Y","N","0","0.00","25.62"
"160980","10 Sep 2013","26 Sep 2013","2013","2","10","12","U","","0","0.00","2.41"
"160981","10 Sep 2013","23 Oct 2013","2013","0","31","31","U","","0","0.00","0.66"
"160982","10 Sep 2013","2 Oct 2013","2013","7","9","16","U","","0","0.00","0.66"
"160983","10 Sep 2013","16 Sep 2013","2013","2","2","4","N","N","0","0.00","0.98"
"160984","10 Sep 2013","19 Sep 2013","2013","7","0","7","Y","Y","0","0.00","0.00"
"160985","10 Sep 2013","14 Mar 2014","2014","53","80","133","N","N","0","0.00","22.48"
"160986","10 Sep 2013","12 Mar 2014","2014","26","105","131","U","","0","0.00","1.32"
"160987","10 Sep 2013","7 May 2014","2014","27","144","171","N","N","0","0.00","0.91"
"160988","10 Sep 2013","10 Sep 2013","2013","0","0","0","N","N","0","0.00","0.16"
"160989","10 Sep 2013","11 Sep 2013","2013","0","1","1","U","","0","0.00","0.16"
"160990","11 Sep 2013","11 Sep 2013","2013","0","0","0","N","N","0","0.00","0.16"
"160992","11 Sep 2013","15 Oct 2013","2013","24","0","24","U","Y","0","0.00","4.25"
"160993","11 Sep 2013","11 Sep 2013","2013","0","0","0","N","N","0","0.00","0.00"
"160994","11 Sep 2013","20 Sep 2013","2013","4","3","7","U","","0","0.00","0.74"
"160995","11 Sep 2013","9 Oct 2013","2013","8","12","20","R","N","0","0.00","0.00"
"160996","11 Sep 2013","13 Sep 2013","2013","0","2","2","U","","0","0.00","0.00"
"160997","11 Sep 2013","26 Mar 2014","2014","51","78","129","Y","N","2","0.00","11.77"
"160998","11 Sep 2013","13 Nov 2013","2013","13","32","45","U","","0","0.00","2.99"
"160999","11 Sep 2013","6 Feb 2014","2014","72","34","106","Y","Y","14","0.00","51.08"
"161000","11 Sep 2013","12 Sep 2013","2013","0","1","1","U","","0","0.00","0.00"
"161001","11 Sep 2013","4 Nov 2013","2013","5","33","38","U","N","0","0.00","1.25"
"161002","11 Sep 2013","8 Oct 2013","2013","19","0","19","Y","","0","0.00","0.00"
"161003","11 Sep 2013","6 Nov 2013","2013","4","36","40","U","","0","0.00","0.41"
"161004","11 Sep 2013","31 Oct 2013","2013","15","21","36","N","N","0","0.00","1.07"
"161005","11 Sep 2013","29 Oct 2013","2013","4","30","34","N","N","0","0.00","0.00"
"161006","11 Sep 2013","26 Aug 2014","2014","14","35","49","Y","N","1","0.00","1.58"
"161007","11 Sep 2013","24 Oct 2013","2013","19","12","31","Y","","1","0.00","1.66"
"161008","12 Sep 2013","10 Oct 2013","2013","12","8","20","U","","0","0.00","1.66"
"161009","12 Sep 2013","6 Dec 2013","2013","24","37","61","Y","","2","0.00","3.65"
"161010","12 Sep 2013","17 Oct 2013","2013","20","5","25","Y","N","3","0.00","7.23"
"161011","12 Sep 2013","10 Jun 2015","2015","385","69","454","U","","0","4.00","14.74"
"161012","12 Sep 2013","15 Oct 2013","2013","12","11","23","U","","0","0.00","1.99"
"161013","12 Sep 2013","4 Oct 2013","2013","16","0","16","Y","Y","0","0.00","0.00"
"161014","12 Sep 2013","23 Sep 2013","2013","7","0","7","Y","Y","0","0.00","0.00"
"161015","12 Sep 2013","3 Oct 2013","2013","0","15","15","U","","0","0.00","0.00"
"161016","12 Sep 2013","17 Sep 2013","2013","2","1","3","U","","0","0.00","1.56"
"161017","12 Sep 2013","16 Sep 2013","2013","2","0","2","U","","0","0.00","0.50"
"161018","12 Sep 2013","18 Sep 2013","2013","4","0","4","N","N","0","0.00","0.99"
"161019","12 Sep 2013","23 Oct 2013","2013","12","17","29","N","N","0","0.00","0.00"
"161020","13 Sep 2013","10 Oct 2013","2013","8","11","19","Y","","3","0.00","0.91"
"161021","13 Sep 2013","16 Oct 2013","2013","4","19","23","Y","N","0","0.00","0.49"
"161022","13 Sep 2013","27 Nov 2013","2013","29","23","52","N","N","0","0.00","14.81"
"161023","13 Sep 2013","13 Sep 2013","2013","0","0","0","N","N","0","0.00","0.08"
"161024","13 Sep 2013","16 Sep 2013","2013","0","1","1","U","","0","0.00","0.50"
"161025","13 Sep 2013","27 Nov 2013","2013","2","51","53","N","N","0","0.00","0.00"
"161026","16 Sep 2013","16 Sep 2013","2013","0","0","0","U","","0","0.00","0.00"
"161027","16 Sep 2013","7 Nov 2013","2013","10","28","38","Y","N","2","0.00","1.40"
"161028","16 Sep 2013","3 Nov 2013","2013","29","5","34","N","N","0","0.00","0.00"
"161029","16 Sep 2013","16 Sep 2013","2013","0","0","0","N","N","0","0.00","0.33"
"161030","16 Sep 2013","13 Nov 2013","2013","7","35","42","U","","0","0.00","0.50"
"161033","17 Sep 2013","18 Oct 2013","2013","5","14","19","N","N","0","0.00","5.31"
"161034","17 Sep 2013","18 Sep 2013","2013","1","0","1","U","","0","0.00","0.75"
"161035","17 Sep 2013","4 Dec 2013","2013","0","56","56","N","N","0","0.00","0.32"
"161036","17 Sep 2013","23 Oct 2013","2013","1","25","26","N","","0","0.00","0.00"
"161037","17 Sep 2013","23 Sep 2013","2013","2","2","4","N","N","0","0.00","1.23"
"161038","17 Sep 2013","18 Sep 2013","2013","0","1","1","N","","0","0.00","2.23"
"161039","17 Sep 2013","7 Nov 2013","2013","20","17","37","Y","N","2","0.00","2.49"
"161040","17 Sep 2013","9 Dec 2014","2014","133","187","320","Y","","6","0.00","14.69"
"161041","17 Sep 2013","6 Nov 2013","2013","1","35","36","N","N","0","0.00","0.33"
"161042","17 Sep 2013","20 Nov 2013","2013","13","33","46","N","N","0","0.00","2.75"
"161043","17 Sep 2013","18 Sep 2013","2013","1","0","1","U","","0","0.00","0.16"
"161044","17 Sep 2013","17 Oct 2013","2013","1","21","22","N","N","0","0.00","0.41"
"161045","18 Sep 2013","24 Sep 2013","2013","2","2","4","Y","N","1","0.00","1.49"
"161046","18 Sep 2013","30 Jul 2014","2014","225","0","225","N","N","0","0.00","0.33"
"161047","18 Sep 2013","23 Sep 2013","2013","3","0","3","U","","0","0.00","0.66"
"161048","18 Sep 2013","18 Dec 2013","2013","1","64","65","U","","0","0.00","0.24"
"161049","18 Sep 2013","18 Sep 2013","2013","0","0","0","U","","0","0.00","0.00"
"161050","18 Sep 2013","6 Nov 2013","2013","1","34","35","N","N","0","0.00","0.24"
"161051","18 Sep 2013","25 Sep 2013","2013","1","4","5","U","","0","0.00","2.58"
"161052","18 Sep 2013","6 Nov 2013","2013","0","35","35","U","","0","0.00","0.00"
"161053","19 Sep 2013","27 Nov 2013","2013","11","38","49","U","","0","0.00","2.24"
"161054","19 Sep 2013","20 Sep 2013","2013","0","1","1","U","","0","0.00","0.58"
"161055","19 Sep 2013","23 Oct 2013","2013","17","7","24","F","N","1","0.00","2.25"
"161056","19 Sep 2013","6 Nov 2013","2013","2","32","34","R","N","0","0.00","0.00"
"161057","19 Sep 2013","27 Oct 2014","2014","287","0","287","N","N","0","0.00","0.58"
"161058","19 Sep 2013","11 Nov 2013","2013","5","32","37","N","N","0","0.00","18.00"
"161059","19 Sep 2013","8 Oct 2013","2013","13","0","13","U","Y","0","0.00","2.75"
"161060","19 Sep 2013","24 Sep 2013","2013","3","0","3","U","","0","0.00","0.74"
"161061","19 Sep 2013","2 Jul 2014","2014","167","37","204","N","N","0","0.00","0.66"
"161062","20 Sep 2013","23 Sep 2013","2013","1","0","1","U","","0","0.00","0.00"
"161063","20 Sep 2013","23 Sep 2013","2013","0","1","1","U","","0","0.00","0.25"
"161064","20 Sep 2013","2 Oct 2013","2013","2","6","8","U","","0","0.00","1.08"
"161065","20 Sep 2013","1 Oct 2013","2013","1","6","7","U","","0","0.00","0.33"
"161066","20 Sep 2013","25 Oct 2013","2013","14","11","25","U","","0","0.00","5.98"
"161067","20 Sep 2013","3 Oct 2013","2013","1","8","9","N","N","0","0.00","1.99"
"161068","20 Sep 2013","23 Sep 2013","2013","1","0","1","N","N","0","0.00","0.08"
"161069","20 Sep 2013","10 Oct 2013","2013","2","12","14","N","N","0","0.00","0.66"
"161070","20 Sep 2013","24 Sep 2013","2013","1","1","2","N","N","0","0.00","0.25"
"161071","20 Sep 2013","20 Sep 2013","2013","0","0","0","N","N","0","0.00","0.08"
"161072","20 Sep 2013","30 Oct 2013","2013","17","11","28","Y","N","2","0.00","2.65"
"161073","20 Sep 2013","13 Jan 2014","2014","38","43","81","Y","N","1","0.00","5.64"
"161074","20 Sep 2013","20 Sep 2013","2013","0","0","0","U","","0","0.00","0.16"
"161075","20 Sep 2013","1 Oct 2013","2013","7","0","7","N","N","0","0.00","2.58"
"161076","20 Sep 2013","23 Sep 2013","2013","1","0","1","N","N","0","0.00","0.41"
"161077","20 Sep 2013","27 Sep 2013","2013","0","5","5","U","","0","0.00","0.41"
"161078","20 Sep 2013","5 Dec 2013","2013","2","52","54","N","N","0","0.00","1.32"
"161079","20 Sep 2013","13 Nov 2013","2013","38","0","38","N","N","0","0.00","0.00"
"161084","23 Sep 2013","14 Nov 2013","2013","14","24","38","N","N","0","0.00","3.32"
"161085","23 Sep 2013","4 Oct 2013","2013","5","4","9","U","","0","0.00","2.98"
"161086","23 Sep 2013","3 Oct 2013","2013","8","0","8","N","N","0","0.00","1.08"
"161087","23 Sep 2013","22 Jan 2014","2014","1","86","87","Y","N","1","0.00","1.32"
"161088","23 Sep 2013","3 Oct 2013","2013","0","8","8","N","N","0","0.00","0.00"
"161089","23 Sep 2013","14 Nov 2013","2013","8","29","37","N","N","0","0.00","4.73"
"161090","23 Sep 2013","16 Oct 2013","2013","3","14","17","N","N","0","0.00","0.00"
"161091","23 Sep 2013","23 Sep 2013","2013","0","0","0","U","","0","0.00","0.00"
"161092","23 Sep 2013","12 Nov 2013","2013","13","23","36","R","N","1","0.00","1.40"
"161093","23 Sep 2013","6 Oct 2014","2014","270","0","270","N","N","0","0.00","27.61"
"161094","23 Sep 2013","25 Sep 2013","2013","2","0","2","N","N","0","0.00","0.33"
"161095","24 Sep 2013","11 Dec 2013","2013","9","47","56","U","","0","0.00","5.41"
"161096","24 Sep 2013","3 Aug 2015","2015","291","169","460","Y","N","22","0.00","1.08"
"161097","24 Sep 2013","6 May 2015","2015","419","0","419","N","N","0","0.00","1.16"
"161098","24 Sep 2013","25 Sep 2013","2013","0","1","1","N","N","0","0.00","0.32"
"161099","24 Sep 2013","27 Sep 2013","2013","1","2","3","N","N","0","0.00","0.33"
"161100","25 Sep 2013","11 Oct 2013","2013","4","8","12","U","","0","0.00","3.23"
"161101","25 Sep 2013","25 Sep 2013","2013","0","0","0","N","N","0","0.00","0.57"
"161102","25 Sep 2013","13 Nov 2013","2013","3","32","35","N","N","0","0.00","1.50"
"161103","25 Sep 2013","15 Jan 2014","2014","8","72","80","N","N","0","0.00","5.41"
"161104","25 Sep 2013","25 Sep 2013","2013","0","0","0","N","N","0","0.00","0.00"
"161105","25 Sep 2013","30 Oct 2013","2013","0","25","25","N","N","0","0.00","0.00"
"161106","25 Sep 2013","17 Oct 2013","2013","16","0","16","U","","0","0.00","2.00"
"161107","25 Sep 2013","8 Oct 2013","2013","4","5","9","Y","N","0","0.00","0.90"
"161108","25 Sep 2013","4 Oct 2013","2013","1","6","7","N","N","0","0.00","1.58"
"161109","25 Sep 2013","24 Oct 2013","2013","2","19","21","U","N","0","0.00","0.33"
"161110","25 Sep 2013","25 Sep 2013","2013","0","0","0","U","","0","0.00","0.00"
"161111","26 Sep 2013","1 Nov 2013","2013","21","5","26","U","","0","0.00","1.91"
"161112","26 Sep 2013","27 Sep 2013","2013","0","1","1","N","","0","0.00","0.00"
"161113","26 Sep 2013","22 Apr 2014","2014","14","134","148","N","N","0","0.00","2.57"
"161114","26 Sep 2013","15 Jan 2014","2014","41","38","79","N","N","0","0.00","0.91"
"161115","26 Sep 2013","23 Oct 2013","2013","2","17","19","N","N","0","0.00","0.08"
"161116","26 Sep 2013","3 Oct 2013","2013","2","3","5","U","N","0","0.00","1.74"
