"Call No","Closed Date","Chargeable","Days With APT","Project Work","Quote Time","Time Hours Estimated","Time Hours Total"
"162712","11 Jun 2015","N","333","N","0","0.00","97.75"
"162750","23 Sep 2015","R","299","","2","1.50","8.75"
"162870","10 Sep 2015","U","3","","0","0.00","0.00"
"162893","29 Sep 2015","Y","40","","1","0.00","2.75"
"162923","11 Jun 2015","N","318","N","0","0.00","0.32"
"163007","10 Jun 2015","R","0","","4","0.00","0.00"
"163023","13 Mar 2015","N","246","Y","0","0.00","0.00"
"163032","28 Apr 2015","Y","73","N","4","0.00","2.74"
"163066","24 Jun 2015","Y","190","","6","0.00","31.61"
"163084","3 Aug 2015","U","343","Y","0","0.00","0.00"
"163093","2 Sep 2015","N","301","","0","3.00","30.31"
"163097","8 Oct 2015","R","390","N","0","0.00","2.57"
"163112","10 Dec 2015","Y","299","Y","38","0.00","81.13"
"163132","27 Mar 2015","N","169","","0","0.00","2.00"
"163133","24 Aug 2015","N","317","N","0","0.00","5.06"
"163135","19 May 2015","Y","179","","6","0.00","7.29"
"163139","20 May 2015","U","222","","0","0.00","0.49"
"163140","26 Aug 2015","U","237","","0","0.00","0.32"
"163141","19 Aug 2015","U","285","","0","0.00","0.00"
"163142","16 Sep 2015","Y","318","","1","0.00","2.24"
"163146","22 Oct 2015","U","330","","0","0.00","1.74"
"163189","6 Oct 2015","N","3","N","0","0.00","0.00"
"163200","9 Mar 2015","Y","111","","16","0.00","19.13"
"163203","6 Aug 2015","C","334","","0","0.00","7.00"
"163212","28 Jan 2015","U","27","","0","0.00","2.75"
"163218","3 Jun 2015","Y","148","N","0","2.00","116.76"
"163250","26 Feb 2015","Y","16","Y","5","0.00","3.50"
"163263","2 Mar 2015","N","155","N","0","0.00","47.92"
"163316","17 Sep 2015","N","331","N","0","0.00","12.98"
"163383","5 Jan 2015","N","159","N","0","0.00","12.38"
"163388","13 Mar 2015","Y","179","N","2","4.00","2.07"
"163394","22 Apr 2015","N","179","N","0","0.00","0.08"
"163397","9 Dec 2015","N","361","N","0","4.00","46.66"
"163418","13 Mar 2015","N","215","N","0","4.00","13.82"
"163420","27 Jul 2015","U","300","","0","10.00","43.09"
"163431","16 Jan 2015","N","174","N","0","0.00","1.08"
"163437","10 Mar 2015","Y","176","","1","1.00","2.24"
"163439","14 Oct 2015","U","12","","0","0.00","2.41"
"163444","20 May 2015","N","523","N","0","0.00","0.14"
"163452","4 Feb 2015","Y","26","N","5","0.00","6.55"
"163467","9 Mar 2015","Y","104","","6","8.00","15.96"
"163502","7 Jan 2015","Y","130","","4","0.00","15.80"
"163521","29 Apr 2015","N","135","N","0","0.00","5.23"
"163522","21 Jan 2015","Y","75","N","3","0.00","0.16"
"163524","29 May 2015","R","210","N","0","5.00","4.16"
"163525","3 Aug 2015","U","305","Y","0","0.00","0.00"
"163553","2 Mar 2015","Y","74","N","8","0.00","4.49"
"163563","6 Aug 2015","N","304","","0","0.00","0.00"
"163564","19 Jan 2015","N","157","","0","2.00","4.66"
"163571","20 Nov 2015","R","339","N","16","45.00","40.77"
"163602","10 Mar 2015","N","181","N","0","0.00","10.47"
"163605","25 Feb 2015","N","85","N","0","0.00","10.49"
"163609","28 Jan 2015","Y","13","","24","0.00","14.72"
"163615","4 Sep 2015","N","323","N","0","0.00","154.99"
"163622","7 Jul 2015","R","249","","8","0.00","1.76"
"163624","25 Nov 2015","Y","69","","18","9.00","21.06"
"163625","30 Mar 2015","N","26","N","0","0.00","0.00"
"163627","10 Mar 2015","Y","95","N","16","0.00","7.64"
"163629","25 Mar 2015","N","134","N","0","0.00","1.16"
"163634","23 Apr 2015","Y","38","N","6","4.00","5.73"
"163638","17 Apr 2015","N","151","N","0","0.00","5.50"
"163641","13 Jan 2015","N","108","N","0","0.00","22.57"
"163642","25 Feb 2015","Y","121","","4","0.00","17.97"
"163643","29 Apr 2015","N","81","N","0","0.00","15.35"
"163657","23 Nov 2015","R","329","N","0","0.00","0.00"
"163669","29 Jan 2015","Y","121","","3","0.00","4.13"
"163693","24 Feb 2015","N","74","N","0","0.00","1.41"
"163698","24 Feb 2015","Y","179","Y","0","0.00","0.00"
"163699","30 Jan 2015","Y","162","Y","0","0.00","0.00"
"163704","27 May 2015","N","126","N","0","0.00","9.74"
"163707","7 Oct 2015","N","11","","0","0.00","0.08"
"163736","18 May 2015","N","235","N","0","0.00","17.43"
"163738","15 Jul 2015","N","166","N","0","0.00","3.58"
"163743","21 Aug 2015","Y","233","N","1","0.00","8.57"
"163747","23 Jan 2015","B","97","N","0","7.50","16.37"
"163751","21 Jul 2015","U","280","Y","0","0.00","615.47"
"163753","11 Feb 2015","U","166","Y","0","0.00","217.64"
"163754","11 Feb 2015","U","166","Y","0","0.00","8.50"
"163764","8 Apr 2015","N","175","N","0","0.00","0.00"
"163774","13 Jan 2015","N","114","N","0","0.00","1.25"
"163775","10 Apr 2015","N","206","N","0","0.00","0.00"
"163788","9 Jun 2015","N","107","N","0","0.00","10.21"
"163817","18 Mar 2015","N","165","N","0","0.00","0.00"
"163823","6 Feb 2015","B","101","N","4","2.00","8.07"
"163825","10 Feb 2015","Y","87","","0","0.00","3.00"
"163831","29 Oct 2015","R","194","N","8","0.00","0.90"
"163848","11 Mar 2015","Y","157","N","8","8.00","7.49"
"163858","29 Jan 2015","Y","101","N","10","0.00","9.14"
"163859","28 Jan 2015","Y","68","N","8","0.00","17.21"
"163890","17 Feb 2015","U","56","","0","0.00","0.16"
"163905","11 Jun 2015","N","241","N","0","0.00","0.24"
"163912","18 Dec 2015","N","376","N","0","0.00","6.10"
"163946","28 Jan 2015","N","141","N","0","0.00","0.00"
"163949","21 Jan 2015","N","100","N","0","0.00","2.49"
"163965","30 Mar 2015","N","13","N","0","0.00","1.00"
"163985","9 Jun 2015","N","175","N","0","0.00","7.39"
"163996","17 Apr 2015","N","193","N","0","0.00","3.49"
"164016","18 Nov 2015","U","345","Y","0","0.00","206.17"
"164017","18 Nov 2015","U","345","Y","0","0.00","0.00"
"164027","29 Jul 2015","N","230","N","0","0.00","2.58"
"164028","29 Jun 2015","N","89","N","0","0.00","2.74"
"164034","11 Feb 2015","Y","102","N","5","16.00","10.71"
"164038","27 Mar 2015","N","176","N","0","0.00","310.16"
"164064","18 Feb 2015","Y","147","Y","0","0.00","0.00"
"164073","12 Feb 2015","Y","18","N","14","0.00","7.56"
"164075","21 Jul 2015","N","218","N","0","0.00","0.66"
"164095","15 Jul 2015","N","218","N","0","0.00","0.49"
"164097","4 Mar 2015","N","55","N","0","0.00","1.65"
"164103","12 Feb 2015","Y","63","N","3","6.00","6.48"
"164109","25 Mar 2015","N","134","N","0","2.00","0.91"
"164124","7 Jan 2015","N","39","N","0","0.00","2.24"
"164130","11 Feb 2015","N","8","N","0","0.00","2.58"
"164144","20 Apr 2015","N","179","N","0","4.00","6.07"
"164150","18 Sep 2015","N","291","N","0","0.00","2.41"
"164162","7 Jan 2015","Y","55","N","6","0.00","3.97"
"164171","2 Sep 2015","N","8","N","0","0.00","1.06"
"164174","24 Jul 2015","Y","206","N","4","0.00","3.99"
"164178","21 Jul 2015","Y","47","N","2","0.00","3.74"
"164187","27 Apr 2015","N","186","N","0","0.00","51.82"
"164189","1 Dec 2015","N","343","N","0","0.00","3.58"
"164215","6 May 2015","N","162","N","0","0.00","0.00"
"164218","6 May 2015","Y","93","N","6","0.00","8.40"
"164227","27 Apr 2015","N","4","N","0","0.00","1.15"
"164245","26 Mar 2015","N","161","N","0","0.00","6.07"
"164254","16 Jun 2015","U","202","","0","3.00","22.66"
"164267","4 Mar 2015","Y","96","N","2","2.00","4.49"
"164286","26 Jun 2015","B","166","N","2","0.00","3.23"
"164297","29 Jan 2015","N","104","N","0","0.00","3.74"
"164299","10 Jun 2015","N","199","N","0","0.00","3.33"
"164302","27 May 2015","N","129","N","0","0.00","6.64"
"164313","18 Jan 2015","Y","25","","1","0.00","0.41"
"164328","29 Jun 2015","N","176","N","0","10.00","8.33"
"164335","8 Oct 2015","N","286","N","0","0.00","0.25"
"164337","13 Jan 2015","Y","85","Y","0","0.00","0.00"
"164343","7 Oct 2015","N","0","","0","0.00","0.58"
"164351","9 Jan 2015","Y","96","Y","0","0.00","0.00"
"164355","14 Apr 2015","Y","163","Y","0","0.00","0.16"
"164364","14 Apr 2015","Y","163","Y","0","0.00","0.00"
"164370","21 Jan 2015","U","1","","0","0.00","0.25"
"164376","14 Apr 2015","Y","162","Y","0","0.00","0.00"
"164388","25 Feb 2015","N","29","N","0","0.00","19.66"
"164392","7 Oct 2015","B","161","","1","1.00","4.04"
"164393","20 May 2015","Y","91","Y","0","0.00","0.00"
"164394","18 Feb 2015","Y","122","Y","0","0.00","0.00"
"164396","29 May 2015","U","138","","0","7.00","18.98"
"164399","22 Jun 2015","N","164","N","0","0.00","1.89"
"164406","10 Sep 2015","Y","50","","2","0.00","0.08"
"164412","1 Oct 2015","B","254","","2","5.00","32.56"
"164425","4 Feb 2015","R","14","N","4","2.00","1.90"
"164436","2 Feb 2015","U","2","","0","0.00","2.89"
"164470","23 Feb 2015","F","44","","6","0.00","3.96"
"164472","26 Aug 2015","U","33","","0","0.00","1.07"
"164476","30 Mar 2015","N","10","N","0","0.00","6.12"
"164482","21 Jul 2015","N","156","N","0","0.00","0.33"
"164484","21 Jul 2015","U","225","Y","0","0.00","0.00"
"164485","18 Nov 2015","U","311","Y","0","0.00","0.00"
"164486","19 Nov 2015","N","312","N","0","0.00","0.50"
"164487","7 Jan 2015","U","35","Y","0","0.00","0.75"
"164495","14 Sep 2015","N","8","N","0","0.00","2.16"
"164497","18 May 2015","Y","141","N","0","0.00","433.77"
"164504","13 Apr 2015","Y","64","","10","0.00","14.08"
"164510","8 Jan 2015","Y","83","","3","0.00","13.99"
"164522","21 Jan 2015","N","0","N","0","0.00","1.08"
"164530","13 Jan 2015","U","76","","0","0.00","2.24"
"164535","11 Jun 2015","N","179","N","0","0.00","0.33"
"164540","20 Mar 2015","U","132","","0","1.50","0.00"
"164547","6 Feb 2015","Y","59","N","2","1.00","5.48"
"164557","14 May 2015","U","169","","0","6.00","10.56"
"164558","4 Jun 2015","N","55","N","0","0.00","0.66"
"164569","6 Jan 2015","Y","13","","3","0.00","0.00"
"164571","20 Feb 2015","N","53","N","0","0.00","9.57"
"164573","6 May 2015","U","113","","0","0.00","13.83"
"164580","5 Nov 2015","N","286","","0","0.00","3.33"
"164589","28 Jan 2015","Y","52","","1","0.00","7.80"
"164590","7 Jan 2015","Y","75","","2","0.00","0.00"
"164596","20 May 2015","N","107","N","0","0.00","2.91"
"164608","23 Jan 2015","N","62","N","0","0.00","0.91"
"164618","4 Feb 2015","Y","83","","0","0.00","0.00"
"164621","21 Jan 2015","N","2","N","0","0.00","0.99"
"164622","5 Mar 2015","Y","104","N","6","0.00","36.46"
"164637","9 Nov 2015","N","290","N","0","0.00","3.34"
"164638","4 Mar 2015","U","0","","0","0.00","0.33"
"164650","1 May 2015","U","137","","0","6.00","19.23"
"164655","2 Mar 2015","N","108","N","0","0.00","0.25"
"164657","20 Jan 2015","U","26","","0","0.00","1.96"
"164666","20 Jan 2015","U","45","","0","0.00","5.66"
"164667","4 Feb 2015","Y","41","","5","0.00","10.57"
"164685","22 Jul 2015","Y","208","Y","0","0.00","0.00"
"164691","6 Jan 2015","N","5","N","0","0.00","1.40"
"164711","28 Apr 2015","N","0","N","0","0.00","0.66"
"164717","23 Mar 2015","N","88","N","0","0.00","1.50"
"164723","21 Aug 2015","N","192","","0","0.00","3.64"
"164724","27 Jan 2015","Y","56","N","2","0.00","2.56"
"164728","17 Feb 2015","Y","440","Y","80","0.00","53.06"
"164731","28 Jan 2015","U","45","Y","0","0.00","4.32"
"164732","9 Jan 2015","Y","68","N","0","0.00","0.91"
"164734","15 Jan 2015","Y","41","N","1","0.00","2.31"
"164742","21 Apr 2015","Y","95","N","8","9.50","13.28"
"164746","18 May 2015","N","158","N","0","0.00","0.35"
"164748","4 Feb 2015","N","64","N","0","0.00","3.33"
"164749","28 Jan 2015","Y","7","N","1","0.00","4.14"
"164750","28 Jul 2015","R","182","N","0","0.00","0.00"
"164753","21 Jan 2015","N","28","N","0","0.00","13.63"
"164755","13 Feb 2015","R","92","N","0","0.00","0.00"
"164770","7 Jan 2015","R","41","N","0","0.00","0.24"
"164771","24 Apr 2015","N","89","N","0","0.00","1.09"
"164775","5 Nov 2015","N","277","","0","0.00","0.75"
"164776","6 Oct 2015","N","0","N","0","0.00","0.24"
"164789","7 Jan 2015","N","41","N","0","0.00","1.00"
"164792","21 Apr 2015","N","136","N","0","0.00","4.06"
"164807","12 Jan 2015","U","62","","0","0.00","1.98"
"164823","11 Feb 2015","N","35","N","0","0.00","10.38"
"164826","4 Mar 2015","N","39","N","0","0.00","9.82"
"164829","30 Jan 2015","Y","72","N","4","0.00","2.41"
"164831","31 Mar 2015","Y","12","","2","0.00","1.32"
"164833","18 Nov 2015","Y","67","Y","0","0.00","0.00"
"164836","1 Jul 2015","Y","183","N","0","0.00","0.66"
"164848","11 Mar 2015","N","99","","0","0.00","5.07"
"164855","9 Apr 2015","N","110","N","0","7.50","4.32"
"164863","25 Feb 2015","N","20","N","0","3.00","3.75"
"164866","4 Mar 2015","Y","49","","16","15.00","13.57"
"164874","21 Jul 2015","R","118","Y","6","0.00","11.49"
"164875","5 Nov 2015","U","244","Y","0","0.00","10.50"
"164877","27 May 2015","N","147","N","0","5.00","8.83"
"164879","11 Jun 2015","N","165","N","0","0.00","0.16"
"164884","9 Jan 2015","Y","32","","2","0.00","10.98"
"164885","10 Jun 2015","R","50","","11","0.00","0.00"
"164886","11 Feb 2015","R","39","","2","0.00","0.33"
"164895","4 Mar 2015","N","39","N","0","6.00","7.24"
"164899","10 Jun 2015","R","0","","2","0.00","0.00"
"164901","28 Apr 2015","N","0","N","0","0.00","0.50"
"164903","6 Jan 2015","N","3","N","0","0.00","1.83"
"164904","26 Aug 2015","N","167","N","0","0.00","0.33"
"164910","6 Jan 2015","U","17","","0","0.00","3.50"
"164911","11 Feb 2015","N","78","N","0","0.00","0.33"
"164915","13 May 2015","N","95","N","0","0.00","0.08"
"164943","15 Jan 2015","N","24","N","0","0.00","5.16"
"164954","14 Jan 2015","N","10","N","0","0.00","8.25"
"164957","8 Apr 2015","N","99","N","0","0.00","1.58"
"164959","7 Jan 2015","Y","41","N","2","0.00","10.15"
"164961","16 Dec 2015","N","285","N","0","0.00","0.16"
"164967","31 Mar 2015","N","3","N","0","0.00","2.24"
"164972","2 Mar 2015","Y","19","Y","6","0.00","5.41"
"164975","2 Jan 2015","N","44","N","0","0.00","0.41"
"164978","21 May 2015","Y","116","","1","0.00","4.72"
"164980","23 Jan 2015","N","58","N","0","0.00","0.66"
"164984","21 Jan 2015","Y","56","N","10","0.00","0.00"
"164985","25 Feb 2015","N","44","N","0","9.00","11.82"
"164987","27 May 2015","U","122","","0","3.00","10.38"
"164998","27 May 2015","N","86","N","0","7.00","12.23"
"165009","9 Apr 2015","N","9","N","0","3.00","5.54"
"165016","2 Feb 2015","Y","48","","5","1.00","8.65"
"165017","15 Apr 2015","N","52","N","0","0.00","1.41"
"165019","10 Jun 2015","N","0","N","0","0.00","0.33"
"165020","8 Feb 2015","N","65","N","0","0.00","0.50"
"165022","22 Sep 2015","U","227","Y","0","9.50","12.33"
"165025","19 Jan 2015","Y","16","","2","0.00","2.91"
"165046","8 Jan 2015","Y","15","N","1","2.00","1.41"
"165050","5 Jan 2015","Y","25","","3","0.00","1.50"
"165051","14 Apr 2015","Y","111","N","0","0.00","0.00"
"165054","23 Jan 2015","U","27","","0","0.00","5.73"
"165058","5 Oct 2015","U","234","Y","0","0.00","46.98"
"165059","5 Oct 2015","U","234","Y","0","0.00","505.48"
"165060","8 Jan 2015","U","42","Y","0","0.00","0.25"
"165061","13 Feb 2015","U","53","","0","0.00","5.74"
"165063","31 Mar 2015","N","0","N","0","0.00","1.00"
"165065","5 Mar 2015","Y","59","","1","7.00","3.82"
"165070","12 Feb 2015","Y","48","Y","0","0.00","20.07"
"165071","15 Jan 2015","Y","45","","0","0.00","0.90"
"165073","12 Feb 2015","R","63","","0","0.00","0.33"
"165076","5 Nov 2015","N","154","N","0","0.00","11.50"
"165079","27 Jul 2015","Y","182","Y","0","0.00","0.16"
"165080","10 Feb 2015","R","63","Y","0","0.00","0.00"
"165084","13 Feb 2015","N","38","N","0","2.00","12.06"
"165088","7 Jan 2015","U","3","","0","0.00","1.33"
"165089","9 Apr 2015","N","104","","0","0.00","1.00"
"165091","4 Mar 2015","Y","42","","2","2.00","5.31"
"165093","9 Jan 2015","Y","34","N","2","0.00","6.23"
"165096","14 May 2015","N","69","N","0","0.00","0.00"
"165098","30 Mar 2015","R","60","N","2","0.00","2.07"
"165100","31 Mar 2015","N","97","N","0","0.00","3.75"
"165101","2 Mar 2015","Y","42","Y","36","22.50","24.00"
"165104","13 May 2015","N","17","N","0","0.00","2.55"
"165108","16 Feb 2015","Y","30","","2","0.00","2.08"
"165113","12 Feb 2015","U","25","","0","0.00","1.16"
"165115","4 Jun 2015","N","143","","0","0.00","0.00"
"300158","11 Jun 2015","N","13","","0","0.00","0.00"
"165123","7 Jan 2015","U","2","","0","0.00","0.58"
"165125","21 Jan 2015","N","0","N","0","0.00","0.41"
"165129","28 Jan 2015","R","3","N","2","0.00","0.90"
"165133","29 Apr 2015","U","27","","0","10.00","12.96"
"165134","7 Jan 2015","N","0","N","0","0.00","0.00"
"165135","21 Jan 2015","Y","17","","3","0.00","6.90"
"165136","10 Feb 2015","Y","34","N","2","1.00","2.39"
"165139","4 Mar 2015","R","29","","8","0.00","6.14"
"165140","28 Jan 2015","Y","28","","4","4.00","6.75"
"165141","7 Jan 2015","N","36","N","0","0.00","0.03"
"165142","22 Jan 2015","Y","18","N","3","0.00","4.16"
"165143","7 Jan 2015","N","0","N","0","0.00","0.75"
"165146","11 Jun 2015","N","147","","0","0.00","40.50"
"165150","9 Mar 2015","Y","33","","1","0.00","1.32"
"165151","27 Jul 2015","Y","23","","1","1.00","1.24"
"165153","11 Jun 2015","Y","8","N","3","0.00","1.99"
"165154","30 Mar 2015","U","46","","0","0.00","3.48"
"165156","19 Nov 2015","Y","244","","6","7.50","21.07"
"165158","7 Jan 2015","N","24","","0","0.00","3.65"
"165160","31 Mar 2015","R","86","","6","9.50","9.96"
"165161","4 Jun 2015","N","140","","0","0.00","0.75"
"165162","21 Jan 2015","N","9","N","0","0.00","0.16"
"165165","23 Jan 2015","N","19","N","0","0.00","10.16"
"165169","6 Jan 2015","N","32","","0","1.00","1.74"
"165172","15 Jul 2015","N","32","N","0","0.00","8.03"
"165173","28 Jan 2015","N","0","N","0","0.00","0.41"
"165174","11 Feb 2015","N","34","N","0","0.00","2.40"
"165177","7 Jan 2015","N","1","N","0","0.00","0.58"
"165187","6 Mar 2015","N","68","N","0","0.00","0.33"
"165188","17 Feb 2015","Y","22","","2","2.00","5.16"
"165189","7 Jan 2015","N","0","N","0","0.00","0.16"
"165190","15 Jan 2015","Y","0","Y","8","0.00","0.00"
"165191","13 Jan 2015","N","0","N","0","0.00","0.16"
"165195","2 Mar 2015","N","70","N","0","0.00","0.16"
"165196","19 Jan 2015","N","31","N","0","0.00","1.58"
"165198","10 Jun 2015","N","0","N","0","0.00","0.50"
"165201","4 Jan 2015","N","2","N","0","0.00","0.16"
"165203","21 Jan 2015","N","7","N","0","0.00","6.15"
"165205","27 May 2015","U","66","","0","3.00","1.58"
"165206","7 Jan 2015","U","1","","0","0.00","0.58"
"165208","6 May 2015","R","48","","3","0.00","0.74"
"165210","17 Mar 2015","Y","47","N","2","0.00","5.96"
"165214","21 Jan 2015","U","0","","0","0.00","0.50"
"165215","14 Jan 2015","N","1","N","0","0.00","1.50"
"165217","21 Jan 2015","N","28","N","0","0.00","2.41"
"165218","21 Jan 2015","N","6","N","0","0.00","0.00"
"165219","11 May 2015","U","54","Y","0","0.00","0.00"
"165220","21 Jan 2015","U","1","Y","0","0.00","0.00"
"165223","27 Apr 2015","U","1","","0","0.00","0.48"
"165227","19 Oct 2015","N","233","Y","0","0.00","0.00"
"165231","13 May 2015","U","75","","0","0.00","0.96"
"165233","4 Mar 2015","N","0","N","0","0.00","0.66"
"165241","4 Feb 2015","R","16","","65","22.50","2.16"
"165243","5 Jan 2015","N","1","N","0","0.00","1.25"
"165244","29 Jan 2015","R","43","N","10","3.00","3.57"
"165245","14 Jan 2015","N","1","N","0","0.00","0.66"
"165246","21 Jan 2015","N","0","N","0","0.00","0.25"
"165250","25 Mar 2015","N","59","N","0","0.00","5.32"
"165252","21 Jan 2015","U","8","","0","0.00","5.00"
"165256","16 Jan 2015","N","32","N","0","0.00","0.82"
"165264","14 Jan 2015","N","11","N","0","0.00","1.58"
"165265","15 Feb 2015","N","3","N","0","0.00","1.00"
"165269","4 Dec 2015","Y","193","","6","4.00","10.16"
"165273","29 Jul 2015","R","8","","10","0.00","0.00"
"165274","24 Mar 2015","Y","79","","1","0.00","0.50"
"165275","11 Mar 2015","Y","28","","0","39.50","46.04"
"165284","12 Jan 2015","Y","29","Y","0","0.00","0.00"
"165285","6 Jan 2015","N","12","N","0","0.00","0.75"
"165286","5 Jan 2015","N","2","N","0","0.00","0.24"
"165289","14 Jan 2015","N","0","N","0","0.00","0.16"
