"Call No","Closed Date","Chargeable","Days With APT","Project Work","Quote Time","Time Hours Estimated","Time Hours Total"
"165909","31 Mar 2015","N","0","N","0","0.00","0.33"
"165910","9 Mar 2015","N","24","N","0","0.00","2.16"
"165911","1 Apr 2015","U","8","N","0","0.00","0.50"
"165912","9 Mar 2015","Y","24","N","4","0.00","0.00"
"165913","4 Feb 2015","N","1","N","0","0.00","0.32"
"165914","25 Mar 2015","N","21","N","0","0.00","1.48"
"165915","5 Feb 2015","N","2","N","0","0.00","0.66"
"165917","10 Sep 2015","R","93","Y","68","0.00","5.00"
"165919","3 Feb 2015","U","0","","0","0.00","0.00"
"165920","5 Mar 2015","N","1","N","0","0.00","0.25"
"165921","13 May 2015","N","1","N","0","0.00","0.58"
"165922","6 Aug 2015","N","129","","0","0.00","1.75"
"165923","2 Jul 2015","U","31","","0","0.00","2.82"
"165924","22 Apr 2015","U","19","","0","0.00","1.07"
"165925","13 Mar 2015","U","10","","0","0.00","0.66"
"165926","4 Feb 2015","N","0","N","0","0.00","0.00"
"165927","24 Mar 2015","N","27","N","0","0.00","1.75"
"165928","14 Oct 2015","N","70","N","0","0.00","7.06"
"165930","19 Feb 2015","N","5","N","0","0.00","0.75"
"165931","9 Mar 2015","Y","22","","4","2.00","2.83"
"165932","3 Mar 2015","Y","8","","2","1.00","2.08"
"165933","2 Mar 2015","Y","6","","1","0.00","1.08"
"165934","3 Mar 2015","Y","8","","1","1.00","1.41"
"165935","30 Mar 2015","U","28","","0","0.00","2.59"
"165936","9 Feb 2015","N","3","N","0","0.00","0.50"
"165938","29 Jun 2015","U","79","","0","0.00","0.65"
"165939","25 Mar 2015","N","2","N","0","0.00","1.23"
"165940","5 Feb 2015","N","1","N","0","0.00","1.00"
"165943","18 Feb 2015","Y","3","N","0","0.00","0.00"
"165944","13 May 2015","N","1","N","0","0.00","0.49"
"165945","8 Apr 2015","U","0","","0","0.00","0.08"
"165946","19 Mar 2015","N","6","N","0","0.00","4.50"
"165947","6 Feb 2015","Y","1","Y","0","0.00","0.00"
"165949","5 Feb 2015","N","0","N","0","0.00","0.66"
"165950","11 Feb 2015","N","2","N","0","0.00","0.16"
"165951","6 Feb 2015","Y","1","Y","8","0.00","0.00"
"165952","6 Feb 2015","Y","1","Y","8","0.00","0.00"
"165953","4 Mar 2015","N","0","N","0","0.00","0.00"
"165954","9 Feb 2015","N","1","N","0","0.00","0.75"
"165958","10 Feb 2015","N","3","","0","0.00","1.64"
"165959","16 Feb 2015","U","5","","0","0.00","6.98"
"165960","6 Feb 2015","N","0","N","0","0.00","0.41"
"165961","11 Feb 2015","U","0","","0","0.00","0.50"
"165962","4 Mar 2015","U","16","","0","0.00","3.23"
"165963","9 Apr 2015","U","38","","0","3.00","3.07"
"165964","11 Mar 2015","U","1","","0","0.00","3.81"
"165965","31 Mar 2015","U","14","","0","0.00","4.39"
"165966","15 Feb 2015","N","0","N","0","0.00","0.00"
"165967","6 Feb 2015","U","0","","0","0.00","0.25"
"165968","9 Feb 2015","N","0","N","0","0.00","0.83"
"165969","6 Feb 2015","U","0","","0","0.00","0.16"
"165970","6 Feb 2015","N","0","N","0","0.00","0.16"
"165971","1 Apr 2015","N","2","N","0","0.00","0.33"
"165972","15 Apr 2015","R","12","N","3","2.00","0.33"
"165973","11 Feb 2015","N","3","","0","0.00","3.10"
"165975","17 Feb 2015","U","1","","0","0.00","1.00"
"165978","23 Apr 2015","Y","18","","3","2.00","0.83"
"165979","15 Feb 2015","N","0","N","0","0.00","0.00"
"165999","24 Feb 2015","N","0","N","0","0.00","0.33"
"166000","17 Feb 2015","N","0","N","0","0.00","0.08"
"166001","15 Feb 2015","N","0","N","0","0.00","0.00"
"166002","9 Feb 2015","N","0","N","0","0.00","0.00"
"166005","9 Feb 2015","N","0","N","0","0.00","0.00"
"166007","11 Feb 2015","U","2","","0","0.00","1.25"
"166009","11 Feb 2015","U","0","","0","0.00","1.08"
"166010","9 Feb 2015","U","0","","0","0.00","0.00"
"166011","10 Feb 2015","N","1","N","0","0.00","0.33"
"166012","10 Jun 2015","Y","40","","1","0.00","0.58"
"166013","29 Apr 2015","N","0","N","0","0.00","0.00"
"166014","10 Mar 2015","U","12","","0","0.00","4.08"
"166015","22 Apr 2015","N","52","Y","0","0.00","393.65"
"166016","25 Mar 2015","U","32","","0","0.00","0.08"
"166017","27 Jul 2015","R","31","","0","1.00","0.50"
"166018","23 Jul 2015","U","108","","0","0.00","4.52"
"166019","17 Feb 2015","N","0","N","0","0.00","0.08"
"166020","17 Feb 2015","N","0","N","0","0.00","0.08"
"166021","9 Jul 2015","N","63","N","0","0.00","2.24"
"166022","11 Feb 2015","U","1","N","0","0.00","0.00"
"166023","24 Feb 2015","N","0","N","0","0.00","0.00"
"166024","26 Aug 2015","N","73","N","0","0.00","4.07"
"166026","11 May 2015","N","64","N","0","0.00","0.00"
"166027","18 Feb 2015","Y","5","Y","0","0.00","0.33"
"166028","1 Apr 2015","N","0","N","0","0.00","0.00"
"166029","20 Mar 2015","N","2","N","0","0.00","0.58"
"166030","11 Feb 2015","N","0","N","0","0.00","0.83"
"166032","12 Mar 2015","R","8","N","8","0.00","11.91"
"166033","16 Mar 2015","Y","22","","0","1.00","2.30"
"166034","4 Aug 2015","U","2","","0","0.00","3.18"
"166037","4 Mar 2015","N","15","N","0","0.00","0.00"
"166038","5 Oct 2015","Y","132","N","6","0.00","14.04"
"166039","11 Feb 2015","U","0","","0","0.00","0.00"
"166040","17 Feb 2015","U","0","","0","0.00","0.00"
"166041","12 Mar 2015","Y","17","","3","0.00","2.41"
"166042","9 Mar 2015","U","8","","0","0.00","1.57"
"166043","11 Feb 2015","U","0","","0","0.00","0.00"
"166044","27 Nov 2015","U","178","","0","0.00","0.58"
"166045","11 Mar 2015","N","0","N","0","0.00","0.00"
"166046","16 Feb 2015","U","0","","0","0.00","0.16"
"166049","16 Apr 2015","U","44","","0","7.00","7.90"
"166050","17 Mar 2015","N","19","","0","0.00","0.33"
"166051","24 Feb 2015","U","7","","0","0.00","3.66"
"166052","4 Mar 2015","U","12","","0","0.00","2.00"
"166053","30 Apr 2015","U","11","","0","0.00","2.41"
"166054","22 Feb 2015","U","5","","0","0.00","0.25"
"166055","12 Feb 2015","N","0","N","0","0.00","1.07"
"166056","11 May 2015","R","26","N","0","0.00","1.40"
"166057","18 Feb 2015","N","0","N","0","0.00","0.75"
"166058","27 Mar 2015","","20","N","0","0.00","2.00"
"166059","8 Sep 2015","U","145","","0","0.00","1.50"
"166060","16 Apr 2015","N","45","N","0","0.00","1.50"
"166061","23 Dec 2015","N","147","N","0","0.00","0.75"
"166062","13 Feb 2015","U","1","","0","0.00","0.00"
"166063","1 Apr 2015","N","1","N","0","0.00","0.00"
"166064","14 May 2015","Y","4","N","0","0.00","0.58"
"166066","13 Feb 2015","N","0","N","0","0.00","0.00"
"166067","1 Apr 2015","N","1","N","0","0.00","1.83"
"166068","1 Apr 2015","N","27","N","0","0.00","0.50"
"166069","29 Apr 2015","N","2","N","0","0.00","0.74"
"166070","23 Mar 2015","U","23","","0","0.00","1.91"
"166071","26 Aug 2015","Y","48","","3","0.00","2.81"
"166072","8 Jul 2015","U","1","","0","0.00","0.00"
"166074","13 Mar 2015","U","20","","0","0.00","1.33"
"166075","20 Mar 2015","U","24","","0","0.00","0.00"
"166076","4 Mar 2015","U","2","","0","0.00","11.16"
"166077","13 Feb 2015","N","0","N","0","0.00","0.74"
"166078","20 Feb 2015","Y","4","N","1","0.00","2.00"
"166079","26 Mar 2015","N","2","N","0","0.00","0.08"
"166081","17 Feb 2015","N","0","N","0","0.00","0.08"
"166082","26 Aug 2015","U","16","","0","0.00","1.08"
"166083","21 Jul 2015","U","112","Y","0","0.00","0.00"
"166084","10 Jun 2015","R","44","N","1","0.00","0.16"
"166085","9 Mar 2015","Y","13","N","0","0.00","0.00"
"166086","13 Mar 2015","N","17","N","0","0.00","2.00"
"166087","16 Mar 2015","Y","12","N","1","0.00","3.39"
"166088","16 Feb 2015","U","0","","0","0.00","0.41"
"166089","15 Feb 2015","N","0","N","0","0.00","0.00"
"166090","25 Feb 2015","U","0","","0","0.00","0.00"
"166091","17 Feb 2015","N","0","N","0","0.00","0.50"
"166092","24 Feb 2015","N","0","N","0","0.00","0.00"
"166093","3 Jun 2015","N","0","N","0","0.00","0.00"
"166094","3 Jun 2015","N","6","N","0","0.00","0.00"
"166095","24 Feb 2015","N","1","N","0","0.00","0.50"
"166100","29 Apr 2015","N","0","N","0","0.00","0.58"
"166102","18 Aug 2015","N","129","N","0","0.00","2.50"
"166103","11 Mar 2015","N","0","N","0","0.00","0.00"
"166104","13 Mar 2015","N","0","N","0","0.00","0.00"
"166105","11 Mar 2015","N","0","","0","0.00","0.25"
"166106","17 Feb 2015","U","0","","0","0.00","0.00"
"166107","16 Feb 2015","U","0","","0","0.00","0.00"
"166108","16 Feb 2015","U","0","","0","0.00","0.00"
"166109","16 Feb 2015","U","0","","0","0.00","0.00"
"166110","16 Feb 2015","U","0","","0","0.00","0.00"
"166111","16 Feb 2015","U","0","","0","0.00","0.00"
"166112","16 Feb 2015","U","0","","0","0.00","0.00"
"166114","1 Apr 2015","N","0","N","0","0.00","0.00"
"166115","12 Mar 2015","N","6","N","0","0.00","0.83"
"166117","5 Aug 2015","N","90","N","0","0.00","0.00"
"166118","19 Feb 2015","N","0","","0","0.00","0.35"
"166119","11 Mar 2015","N","0","N","0","0.00","0.16"
"166120","24 Mar 2015","N","4","N","0","0.00","0.16"
"166121","1 Apr 2015","N","0","N","0","0.00","0.00"
"166122","8 Apr 2015","N","2","","0","0.00","0.25"
"166123","16 Feb 2015","N","0","","0","0.00","0.00"
"166124","1 Apr 2015","C","7","","0","0.00","3.77"
"166125","6 Mar 2015","N","1","N","0","0.00","0.00"
"166126","18 Feb 2015","N","0","N","0","0.00","0.33"
"166127","22 May 2015","N","0","N","0","0.00","0.33"
"166128","10 Jun 2015","N","5","N","0","0.00","5.40"
"166129","25 Feb 2015","N","4","N","0","0.00","1.58"
"166130","18 Feb 2015","N","0","N","0","0.00","0.50"
"166131","15 Mar 2015","N","0","N","0","0.00","0.41"
"166132","10 Mar 2015","U","14","","0","0.00","0.32"
"166133","19 Feb 2015","N","0","N","0","0.00","0.08"
"166134","18 Feb 2015","N","1","N","0","0.00","0.00"
"166135","6 Mar 2015","N","0","N","0","0.00","0.00"
"166136","18 Mar 2015","U","0","","0","0.00","0.00"
"166138","17 Feb 2015","U","0","","0","0.00","0.00"
"166139","5 Mar 2015","U","10","","0","0.00","0.83"
"166140","17 Feb 2015","U","0","","0","0.00","0.00"
"166141","17 Feb 2015","N","0","N","0","0.00","0.00"
"166142","17 Feb 2015","U","0","","0","0.00","0.00"
"166143","18 Mar 2015","N","0","N","0","0.00","0.00"
"166144","19 Feb 2015","N","1","N","0","0.00","0.00"
"166145","19 Mar 2015","N","1","N","0","0.00","0.00"
"166146","23 Feb 2015","U","2","","0","0.00","0.77"
"166147","16 Jul 2015","U","106","","0","0.00","5.89"
"166148","19 Mar 2015","N","1","N","0","0.00","0.00"
"166149","18 Feb 2015","N","0","N","0","0.00","0.00"
"166150","18 Feb 2015","N","1","N","0","0.00","0.00"
"166151","8 Apr 2015","U","3","","0","0.00","0.32"
"166152","6 Mar 2015","U","13","N","0","0.00","0.00"
"166153","17 Feb 2015","N","0","N","0","0.00","0.00"
"166154","6 Mar 2015","N","1","N","0","0.00","0.16"
"166155","8 Apr 2015","N","1","N","0","0.00","0.32"
"166156","7 Apr 2015","N","8","N","0","0.00","0.33"
"166157","8 Apr 2015","N","1","N","0","0.00","0.33"
"166158","11 Jun 2015","R","81","N","4","0.00","0.00"
"166159","23 Mar 2015","N","24","N","0","0.00","0.40"
"166160","8 Jul 2015","Y","29","","6","0.00","5.66"
"166161","8 Apr 2015","N","1","N","0","0.00","0.16"
"166162","1 Jul 2015","R","1","N","6","0.00","0.00"
"166163","23 Mar 2015","N","1","N","0","0.00","1.25"
"166164","19 Feb 2015","U","1","","0","0.00","0.99"
"166165","11 Mar 2015","U","14","","0","0.00","1.40"
"166166","11 May 2015","Y","57","","4","4.00","7.16"
"166167","16 Mar 2015","Y","15","","0","5.00","3.73"
"166168","24 Feb 2015","N","0","N","0","0.00","0.25"
"166169","12 Mar 2015","U","16","","0","0.00","2.50"
"166170","15 Apr 2015","U","4","","0","0.00","0.50"
"166171","24 Feb 2015","U","3","","0","0.00","1.00"
"166172","6 May 2015","U","3","","0","0.00","2.25"
"166173","9 Mar 2015","U","3","","0","0.00","1.00"
"166174","13 May 2015","U","18","","0","0.00","0.38"
"166175","5 Aug 2015","U","119","","0","0.00","1.96"
"166176","26 Mar 2015","N","0","N","0","0.00","0.00"
"166177","27 May 2015","N","9","N","0","3.00","2.04"
"166178","18 Feb 2015","N","0","N","0","0.00","0.00"
"166179","26 Feb 2015","N","6","N","0","0.00","1.25"
"166180","19 Mar 2015","N","0","N","0","0.00","0.25"
"166181","15 Apr 2015","N","15","N","0","0.00","6.54"
"166182","7 Dec 2015","U","208","","0","0.00","0.00"
"166183","15 Apr 2015","N","3","N","0","0.00","0.25"
"166184","26 Feb 2015","N","3","N","0","0.00","1.74"
"166185","4 Mar 2015","N","7","N","0","0.00","0.00"
"166186","14 May 2015","N","61","N","0","0.00","0.16"
"166187","21 Apr 2015","U","28","","0","0.00","0.24"
"166189","24 Feb 2015","N","1","N","0","0.00","0.00"
"166190","19 Feb 2015","N","1","N","0","0.00","0.25"
"166191","25 Feb 2015","N","5","N","0","0.00","1.32"
"166192","22 Feb 2015","N","1","N","0","0.00","0.25"
"166193","5 Mar 2015","N","0","N","0","0.00","0.33"
"166194","19 Feb 2015","N","0","N","0","0.00","0.06"
"166195","19 Feb 2015","N","0","N","0","0.00","0.41"
"166196","19 Feb 2015","N","0","N","0","0.00","0.56"
"166197","18 Mar 2015","N","0","","0","0.00","1.32"
"166198","26 Mar 2015","N","2","","0","0.00","1.14"
"166199","8 Apr 2015","N","0","","0","0.00","0.66"
"166200","19 Feb 2015","N","0","N","0","0.00","0.50"
"166201","19 Feb 2015","U","0","","0","0.00","0.00"
"166202","5 Mar 2015","U","9","","0","0.00","0.25"
"166203","20 Feb 2015","N","1","N","0","0.00","1.33"
"166204","8 Apr 2015","N","2","","0","0.00","1.16"
"166205","19 Feb 2015","N","0","","0","0.00","0.00"
"166206","19 Feb 2015","N","0","","0","0.00","0.00"
"166207","19 Feb 2015","N","0","","0","0.00","0.00"
"166208","19 Feb 2015","N","0","","0","0.00","0.25"
"166209","23 Sep 2015","N","75","","0","0.00","1.33"
"166210","9 Mar 2015","Y","12","Y","0","0.00","0.00"
"166211","19 Feb 2015","Y","0","Y","0","0.00","0.00"
"166212","19 Feb 2015","N","0","N","0","0.00","1.00"
"166213","20 Feb 2015","U","0","","0","0.00","0.31"
"166214","2 Mar 2015","U","6","","0","0.00","0.99"
"166215","13 Mar 2015","N","9","N","0","0.00","1.56"
"166216","24 Feb 2015","N","0","N","0","0.00","0.00"
"166217","25 Feb 2015","U","4","","0","0.00","0.00"
"166218","6 May 2015","R","36","N","6","4.00","1.74"
"166219","20 Feb 2015","N","1","N","0","0.00","0.50"
"166221","16 Mar 2015","U","10","","0","0.00","2.90"
"166222","19 Aug 2015","F","127","","0","4.00","5.40"
"166223","8 Apr 2015","U","0","","0","0.00","0.00"
"166224","9 Mar 2015","U","4","","0","0.00","0.94"
"166225","19 Mar 2015","N","1","N","0","0.00","1.23"
"166226","14 May 2015","Y","19","","4","3.00","2.49"
"166227","27 Mar 2015","N","23","N","0","0.00","1.21"
"166228","1 Jun 2015","N","24","N","0","0.00","1.43"
"166229","12 Mar 2015","N","14","N","0","0.00","0.08"
"166230","24 Mar 2015","N","22","N","0","0.00","0.16"
"166233","10 Dec 2015","N","203","N","0","0.00","0.08"
"166234","26 Mar 2015","N","24","N","0","0.00","0.08"
"166236","15 Jul 2015","U","5","","0","0.00","0.16"
"166237","13 May 2015","U","24","","0","0.00","0.24"
"166238","25 Feb 2015","U","3","","0","0.00","2.33"
"166239","25 Feb 2015","U","3","","0","0.00","2.08"
"166240","12 Mar 2015","Y","14","","2","2.00","3.58"
"166241","23 Apr 2015","Y","26","","1","1.00","0.90"
"166242","20 Mar 2015","U","7","","0","0.00","0.57"
"166243","7 Apr 2015","Y","6","N","0","2.00","2.49"
"166244","6 Mar 2015","N","8","N","0","0.00","1.35"
"166245","2 Mar 2015","N","5","N","0","0.00","0.66"
"166246","23 Feb 2015","U","0","","0","0.00","0.00"
"166247","8 Sep 2015","R","82","","0","2.00","0.25"
"166249","2 Mar 2015","Y","3","","1","0.00","0.00"
"166250","10 Jul 2015","Y","42","","1","1.00","3.07"
"166255","25 Feb 2015","N","2","N","0","0.00","0.33"
"166256","24 Feb 2015","N","1","N","0","0.00","1.29"
"166257","9 Mar 2015","Y","9","N","1","0.00","1.08"
"166258","13 May 2015","U","18","","0","0.00","9.48"
"166259","27 Apr 2015","N","37","N","0","0.00","4.04"
"166260","25 Feb 2015","N","2","N","0","0.00","0.16"
"166262","9 Jul 2015","Y","81","N","16","0.00","10.46"
"166265","25 Feb 2015","Y","0","N","0","0.00","0.00"
"166267","16 Apr 2015","R","38","","1","2.00","2.91"
"166268","5 Mar 2015","N","7","N","0","0.00","0.41"
"166269","27 Mar 2015","Y","24","N","3","0.00","1.41"
"166271","24 Feb 2015","N","1","N","0","0.00","0.00"
"166272","12 Mar 2015","Y","12","N","0","1.00","1.24"
"166273","2 Mar 2015","N","4","","0","0.00","0.82"
"166274","18 Mar 2015","N","11","N","0","0.00","1.16"
"166275","24 Feb 2015","U","0","","0","0.00","0.00"
"166276","30 Apr 2015","U","32","","0","0.00","2.25"
"166277","27 Apr 2015","U","37","N","0","2.00","5.55"
"166278","10 Mar 2015","Y","8","N","0","0.00","5.31"
"166279","1 Apr 2015","N","0","N","0","0.00","0.24"
"166280","4 Aug 2015","N","21","N","0","0.00","0.25"
"166281","9 Mar 2015","Y","9","Y","0","0.00","0.00"
"166282","24 Feb 2015","N","0","N","0","0.00","0.00"
"166283","24 Feb 2015","N","0","N","0","0.00","0.00"
"166284","21 May 2015","U","50","","0","0.00","2.23"
"166285","4 Mar 2015","N","6","N","0","0.00","0.58"
"166286","8 Apr 2015","N","12","N","0","0.00","1.33"
"166287","28 Apr 2015","Y","23","N","3","2.00","3.07"
"166288","15 Apr 2015","N","1","N","0","0.00","0.00"
"166289","26 Mar 2015","N","0","N","0","0.00","0.00"
"166290","6 May 2015","U","5","","0","0.00","1.24"
"166291","24 Feb 2015","N","0","","0","0.00","0.00"
"166292","5 Nov 2015","N","124","N","0","0.00","5.81"
"166294","17 Mar 2015","N","3","N","0","0.00","0.58"
"166295","20 Apr 2015","N","12","","0","0.00","5.39"
"166296","30 Mar 2015","U","23","","0","0.00","0.16"
"166297","22 Jul 2015","Y","70","N","0","2.00","3.23"
"166298","1 Jul 2015","U","18","","0","0.00","2.24"
"166299","29 Apr 2015","N","20","N","0","0.00","1.00"
"166300","16 Mar 2015","Y","11","N","5","0.00","3.82"
"166301","11 Mar 2015","N","9","N","0","0.00","0.00"
"166302","2 Apr 2015","N","16","N","0","0.00","7.08"
"166303","4 Mar 2015","N","5","N","0","0.00","0.00"
"166305","1 Apr 2015","N","0","N","0","0.00","0.25"
"166306","15 Apr 2015","U","1","","0","0.00","0.00"
"166307","25 Feb 2015","U","0","","0","0.00","0.00"
"166309","26 Aug 2015","N","55","N","0","0.00","4.57"
"166310","24 Mar 2015","N","0","N","0","0.00","0.00"
"166311","26 Feb 2015","N","1","N","0","0.00","0.00"
"166312","6 May 2015","N","14","N","0","0.00","4.08"
"166313","1 Apr 2015","N","1","N","0","0.00","0.00"
"166315","6 May 2015","N","16","N","0","0.00","0.25"
"166316","8 Apr 2015","N","8","N","0","0.00","0.00"
"166317","12 Mar 2015","Y","10","","3","2.00","0.58"
"166318","12 Mar 2015","N","5","N","0","0.00","0.00"
"166319","8 Jul 2015","N","4","N","0","0.00","1.82"
"166320","14 Apr 2015","N","11","N","0","0.00","0.00"
"166321","12 Mar 2015","N","9","N","0","0.00","0.25"
"166322","5 Mar 2015","N","5","N","0","0.00","0.00"
"166323","26 Feb 2015","N","0","N","0","0.00","0.00"
"166325","27 Feb 2015","N","1","N","0","0.00","0.00"
"166326","23 Mar 2015","N","4","N","0","0.00","0.00"
"166327","8 Apr 2015","N","5","N","0","0.00","2.41"
"166328","30 Apr 2015","N","45","N","0","3.00","2.50"
"166329","6 May 2015","N","14","N","0","0.00","0.00"
"166330","29 Apr 2015","Y","22","","2","0.00","3.33"
"166331","27 Feb 2015","N","0","N","0","0.00","0.00"
"166332","15 Apr 2015","U","0","","0","0.00","0.00"
"166333","26 Feb 2015","U","0","","0","0.00","0.00"
"166334","26 Feb 2015","U","0","","0","0.00","0.00"
"166335","26 Feb 2015","U","0","","0","0.00","0.00"
"166336","26 Feb 2015","U","0","","0","0.00","0.00"
"166337","26 Feb 2015","N","0","N","0","0.00","0.00"
"166338","24 Mar 2015","U","17","","0","3.00","6.49"
"166339","27 Apr 2015","N","0","N","0","0.00","0.00"
"166340","24 Mar 2015","N","0","N","0","0.00","0.00"
"166342","8 Apr 2015","N","8","N","0","0.00","0.00"
"166344","24 Mar 2015","U","1","","0","0.00","0.00"
"166345","16 Mar 2015","N","12","N","0","0.00","0.25"
"166346","27 May 2015","N","1","N","0","0.00","0.00"
"166348","3 Mar 2015","N","0","N","0","0.00","0.00"
"166349","1 Mar 2015","U","0","","0","0.00","0.00"
"166350","5 Mar 2015","U","2","","0","0.00","2.66"
"166351","1 Mar 2015","U","0","","0","0.00","0.00"
"166352","15 Mar 2015","N","9","N","0","0.00","0.50"
"166353","4 Mar 2015","U","2","","0","0.00","0.57"
"166354","27 Feb 2015","U","0","","0","0.00","0.00"
"166355","27 Feb 2015","U","0","","0","0.00","0.00"
"166356","27 Feb 2015","U","0","","0","0.00","0.00"
"166357","27 Feb 2015","U","0","","0","0.00","0.00"
"166358","22 Apr 2015","N","3","N","0","0.00","0.00"
"166359","28 Apr 2015","N","0","N","0","0.00","0.00"
"166360","24 Mar 2015","N","17","N","0","0.00","1.49"
"166361","12 Mar 2015","N","0","N","0","0.00","0.00"
"166362","25 Mar 2015","N","18","N","0","0.00","0.00"
"166363","27 Feb 2015","N","0","N","0","0.00","0.00"
"166364","27 Feb 2015","N","0","N","0","0.00","0.00"
"166365","27 Feb 2015","N","0","N","0","0.00","0.00"
"166366","2 Mar 2015","N","0","N","0","0.00","0.00"
"166367","27 Feb 2015","N","0","N","0","0.00","0.00"
"166368","19 Mar 2015","N","9","N","0","0.00","1.66"
"166369","29 Apr 2015","N","11","N","0","0.00","0.75"
"166373","14 Apr 2015","U","5","","0","0.00","0.00"
"166374","5 Mar 2015","N","2","N","0","0.00","2.99"
"166375","18 Mar 2015","N","8","N","0","0.00","6.82"
"166376","4 Mar 2015","U","2","","0","0.00","0.00"
"166377","12 Mar 2015","N","0","N","0","0.00","0.00"
"166378","12 Mar 2015","N","7","N","0","0.00","0.25"
"166379","13 May 2015","N","47","N","0","0.00","0.00"
"166380","5 Mar 2015","N","3","N","0","0.00","0.16"
"166381","2 Mar 2015","N","0","N","0","0.00","0.41"
"166382","4 Mar 2015","N","2","N","0","0.00","1.41"
"166383","4 Mar 2015","N","1","N","0","0.00","4.00"
"166384","3 Mar 2015","N","1","N","0","0.00","0.00"
"166385","22 May 2015","N","2","N","0","0.00","0.16"
"166386","4 Mar 2015","N","1","N","0","0.00","0.91"
"166387","2 Mar 2015","N","0","N","0","0.00","0.00"
"166388","6 Mar 2015","N","2","N","0","0.00","0.16"
"166389","4 Mar 2015","N","2","N","0","0.00","0.16"
"166390","3 Mar 2015","N","1","N","0","0.00","0.16"
"166391","19 Mar 2015","N","2","N","0","0.00","0.00"
"166392","20 May 2015","N","0","N","0","0.00","0.00"
"166393","6 Jul 2015","N","1","N","0","0.00","0.00"
"166394","2 Mar 2015","N","0","N","0","0.00","0.00"
"166395","9 Mar 2015","N","2","N","0","0.00","1.25"
"166396","4 Mar 2015","U","2","","0","0.00","0.00"
"166397","31 Mar 2015","R","20","N","1","0.00","1.91"
"166398","2 Mar 2015","U","0","","0","0.00","0.00"
"166399","4 Mar 2015","N","2","N","0","0.00","0.00"
"166400","3 Mar 2015","N","0","N","0","0.00","0.00"
"166401","5 Mar 2015","N","1","N","0","0.00","0.00"
"166403","9 Mar 2015","Y","5","N","1","0.00","1.08"
"166404","25 Mar 2015","U","5","","0","0.00","0.00"
"166413","24 Aug 2015","Y","36","N","2","0.00","3.15"
"166414","2 Mar 2015","N","0","N","0","0.00","0.00"
"166416","3 Jun 2015","Y","13","N","0","0.00","19.40"
"166417","3 Mar 2015","U","1","","0","0.00","0.00"
"166418","7 Jul 2015","U","60","","0","0.00","4.40"
"166419","2 Jun 2015","U","38","","0","0.00","4.73"
"166420","8 Jul 2015","U","53","","0","0.00","0.58"
"166421","4 Mar 2015","U","1","","0","0.00","0.00"
"166422","11 Jun 2015","U","20","","0","0.00","2.41"
"166423","9 Apr 2015","N","1","","0","0.00","0.58"
"166424","20 Apr 2015","Y","27","","1","1.00","2.58"
"166425","1 Apr 2015","N","2","N","0","0.00","0.50"
"166426","28 Apr 2015","N","0","N","0","0.00","0.25"
"166427","27 Mar 2015","N","18","N","0","0.00","0.16"
"166428","29 Apr 2015","N","9","N","0","0.00","1.83"
"166429","8 Apr 2015","N","1","N","0","0.00","0.00"
"166430","25 Mar 2015","U","12","","0","0.00","8.82"
"166431","23 Apr 2015","N","16","N","0","3.00","0.25"
"166432","29 Apr 2015","N","8","N","0","0.00","1.50"
"166433","4 Mar 2015","U","1","","0","0.00","0.00"
"166435","13 Apr 2015","U","12","","0","0.00","0.33"
"166436","30 Apr 2015","U","40","","0","3.00","4.50"
"166437","10 Nov 2015","R","166","","4","3.00","0.00"
"166438","29 Apr 2015","U","5","","0","0.00","3.25"
"166439","29 Apr 2015","N","2","","0","0.00","0.66"
"166440","4 Mar 2015","N","0","N","0","0.00","0.50"
"166441","4 Mar 2015","N","0","N","0","0.00","0.41"
"166442","4 Mar 2015","N","0","N","0","0.00","0.00"
"166443","6 Mar 2015","N","2","N","0","0.00","0.16"
"166444","7 Dec 2015","N","0","N","0","0.00","5.00"
"166445","20 Mar 2015","N","3","N","0","0.00","0.00"
"166446","28 Apr 2015","N","2","N","0","0.00","0.00"
"166447","22 Apr 2015","N","3","N","0","0.00","2.41"
"166448","4 Mar 2015","N","0","N","0","0.00","0.16"
"166449","5 Mar 2015","N","1","N","0","0.00","0.00"
"166450","6 Mar 2015","N","2","N","0","0.00","2.00"
"166451","23 Oct 2015","Y","87","N","13","0.00","18.75"
"166454","9 Mar 2015","U","0","","0","0.00","0.00"
"166455","20 Mar 2015","U","12","","0","0.00","2.24"
"166456","26 Jun 2015","N","82","N","0","0.00","1.91"
"166457","30 Mar 2015","Y","13","","1","1.00","1.58"
"166458","25 Apr 2015","U","26","","0","7.50","0.50"
"166459","24 Apr 2015","U","9","","0","0.00","2.08"
"166460","19 Apr 2015","U","2","","0","0.00","0.58"
"166461","16 Mar 2015","U","7","","0","0.00","0.00"
"166462","1 Jul 2015","R","3","","0","3.00","1.07"
"166463","27 May 2015","R","3","","1","1.00","0.00"
"166464","10 Jun 2015","N","11","N","0","0.00","3.16"
"166465","5 Mar 2015","N","0","N","0","0.00","0.00"
"166466","29 Apr 2015","U","5","","0","0.00","0.00"
"166467","23 Jul 2015","N","38","","0","0.00","6.06"
"166469","23 Apr 2015","N","35","N","0","0.00","0.50"
"166471","14 May 2015","Y","44","","0","7.50","0.00"
"166472","6 Mar 2015","N","0","N","0","0.00","0.00"
