"Call No","Closed Date","Chargeable","Days With APT","Project Work","Quote Time","Time Hours Estimated","Time Hours Total"
"160501","19 Jun 2014","U","169","","0","0.00","25.66"
"160510","19 May 2014","N","200","N","0","0.00","0.00"
"160514","26 Feb 2014","U","88","","0","0.00","8.33"
"160518","4 Feb 2014","N","104","N","0","0.00","13.21"
"160519","21 Feb 2014","U","16","","0","0.00","2.50"
"160525","17 Jan 2014","N","67","N","0","0.00","0.82"
"160553","1 Oct 2014","R","51","N","5","0.00","0.00"
"160555","20 May 2014","Y","17","","1","0.00","0.00"
"160556","20 May 2014","Y","17","","2","0.00","0.00"
"160559","8 Apr 2014","U","13","","0","0.00","8.33"
"160594","9 Jan 2014","Y","37","N","1","0.00","6.22"
"160629","15 Jan 2014","Y","76","","12","0.00","7.39"
"160630","15 Sep 2014","R","154","N","3","0.00","4.91"
"160647","27 Oct 2014","N","317","N","0","0.00","0.41"
"160648","17 Mar 2014","N","142","N","0","0.00","21.41"
"160657","18 Jun 2014","Y","205","N","3","0.00","3.82"
"160658","18 Jun 2014","Y","60","N","6","0.00","30.05"
"160697","6 Aug 2014","U","208","","0","0.00","18.73"
"160713","16 Jun 2014","N","218","Y","0","0.00","66.00"
"160726","10 Jun 2014","R","199","Y","6","0.00","3.66"
"160735","16 Apr 2014","N","108","N","0","0.00","1.31"
"160742","20 Mar 2014","N","11","N","0","0.00","0.48"
"160771","26 Mar 2014","N","111","N","0","0.00","14.43"
"160772","18 Mar 2014","U","78","","0","0.00","0.25"
"160773","10 Feb 2014","N","124","N","0","0.00","15.75"
"160779","8 Jan 2014","Y","66","N","2","0.00","3.47"
"160782","3 Jan 2014","Y","32","N","3","0.00","2.00"
"160793","27 Aug 2014","N","207","N","0","0.00","1.65"
"160799","11 Jun 2014","N","185","N","0","0.00","0.32"
"160813","19 Feb 2014","Y","91","","4","0.00","15.43"
"160840","16 Apr 2014","Y","45","N","1","0.00","5.48"
"160842","28 Aug 2014","U","15","","0","0.00","0.16"
"160847","10 Feb 2014","N","118","N","0","0.00","0.32"
"160848","9 Dec 2014","N","334","N","0","0.00","0.41"
"160860","14 Aug 2014","Y","175","Y","80","0.00","182.76"
"160869","19 Mar 2014","N","91","N","0","0.00","9.41"
"160889","19 Mar 2014","N","129","N","0","0.00","7.32"
"160908","12 Feb 2014","Y","93","N","4","0.00","4.41"
"160913","5 Sep 2014","N","72","N","0","0.00","5.99"
"160914","26 Mar 2014","N","120","N","0","0.00","8.64"
"160915","17 Jun 2014","Y","204","N","10","0.00","9.25"
"160932","22 Jan 2014","U","0","","0","0.00","0.65"
"160937","22 Jan 2014","U","62","","0","0.00","1.16"
"160976","1 Oct 2014","U","241","","0","0.00","2.55"
"160979","9 Jan 2014","Y","57","N","0","0.00","25.62"
"160985","14 Mar 2014","N","53","N","0","0.00","22.48"
"160986","12 Mar 2014","U","26","","0","0.00","1.32"
"160987","7 May 2014","N","27","N","0","0.00","0.91"
"160997","26 Mar 2014","Y","51","N","2","0.00","11.77"
"160999","6 Feb 2014","Y","72","Y","14","0.00","51.08"
"161006","26 Aug 2014","Y","14","N","1","0.00","1.58"
"161040","9 Dec 2014","Y","133","","6","0.00","14.69"
"161046","30 Jul 2014","N","225","N","0","0.00","0.33"
"161057","27 Oct 2014","N","287","N","0","0.00","0.58"
"161061","2 Jul 2014","N","167","N","0","0.00","0.66"
"161073","13 Jan 2014","Y","38","N","1","0.00","5.64"
"161087","22 Jan 2014","Y","1","N","1","0.00","1.32"
"161093","6 Oct 2014","N","270","N","0","0.00","27.61"
"161103","15 Jan 2014","N","8","N","0","0.00","5.41"
"161113","22 Apr 2014","N","14","N","0","0.00","2.57"
"161114","15 Jan 2014","N","41","N","0","0.00","0.91"
"161119","2 Jan 2014","Y","26","","3","0.00","8.37"
"161152","13 Jan 2014","Y","38","","2","0.00","2.07"
"161169","18 Jun 2014","Y","42","N","2","0.00","2.81"
"161174","25 Apr 2014","N","147","N","0","0.00","21.99"
"161206","20 Mar 2014","Y","110","","11","0.00","28.45"
"161239","29 Sep 2014","N","129","N","0","0.00","7.50"
"161247","27 Oct 2014","Y","235","N","2","0.00","1.83"
"161254","24 Jan 2014","N","34","N","0","0.00","23.73"
"161255","22 Jan 2014","U","37","","0","0.00","6.16"
"161257","1 Oct 2014","N","203","N","0","0.00","14.23"
"161262","9 Jan 2014","Y","33","N","2","0.00","9.15"
"161278","15 Jan 2014","U","2","","0","0.00","1.00"
"161281","22 Jan 2014","U","2","","0","0.00","0.32"
"161285","6 Mar 2014","U","40","","0","0.00","7.64"
"161289","19 Mar 2014","U","18","","0","0.00","2.97"
"161294","11 Jul 2014","C","96","","0","0.00","71.86"
"161297","2 Jan 2014","Y","20","","1","0.00","2.90"
"161305","12 Feb 2014","U","3","N","0","0.00","0.33"
"161321","21 Mar 2014","F","75","N","0","0.00","34.55"
"161323","14 Aug 2014","U","216","","0","0.00","1.50"
"161325","15 Jan 2014","Y","38","","5","0.00","3.07"
"161336","13 Jan 2014","Y","49","","16","0.00","16.24"
"161337","20 Feb 2014","N","89","N","0","0.00","13.48"
"161350","8 Apr 2014","U","28","","0","0.00","3.82"
"161354","12 Feb 2014","Y","33","","6","0.00","10.70"
"161366","11 Nov 2014","R","252","N","4","0.00","0.33"
"161369","28 Apr 2014","N","115","N","0","0.00","1.16"
"161370","4 Mar 2014","N","65","N","0","0.00","8.65"
"161372","2 Sep 2014","N","225","N","0","0.00","0.00"
"161377","19 Aug 2014","U","141","N","0","0.00","2.22"
"161379","21 May 2014","N","151","N","0","0.00","0.00"
"161384","3 Feb 2014","N","32","N","0","0.00","5.05"
"161386","13 Jan 2014","U","15","","0","0.00","2.91"
"161388","22 Jan 2014","U","13","","0","0.00","6.32"
"161392","8 Jan 2014","R","16","N","0","0.00","0.74"
"161393","9 Jan 2014","Y","29","Y","3","0.00","19.82"
"161396","8 Apr 2014","Y","28","N","3","0.00","4.22"
"161400","3 Jan 2014","U","9","","0","0.00","2.50"
"161401","5 Mar 2014","U","23","","0","0.00","5.99"
"161404","9 Jan 2014","Y","9","N","3","0.00","0.66"
"161409","17 Feb 2014","N","31","N","0","0.00","3.23"
"161411","24 Jan 2014","N","22","N","0","0.00","2.33"
"161413","22 Jan 2014","U","15","","0","0.00","1.25"
"161415","28 May 2014","N","50","N","0","0.00","18.12"
"161418","20 Mar 2014","Y","74","N","4","0.00","9.13"
"161421","12 Jun 2014","N","161","N","0","0.00","1.25"
"161432","28 Jan 2014","Y","32","N","1","0.00","1.15"
"161435","23 Oct 2014","N","256","N","0","0.00","187.00"
"161444","8 Jan 2014","N","3","N","0","0.00","1.83"
"161450","27 Mar 2014","R","10","N","0","0.00","0.98"
"161476","12 Mar 2014","N","56","N","0","0.00","0.25"
"161480","17 Jan 2014","Y","16","N","1","0.00","5.81"
"161484","9 Oct 2014","Y","87","N","16","0.00","0.00"
"161486","8 Aug 2014","R","0","N","1","0.00","0.00"
"161487","31 Jan 2014","U","63","Y","0","0.00","0.00"
"161494","24 Apr 2014","R","41","","4","0.00","0.00"
"161496","22 Jan 2014","N","11","N","0","0.00","1.33"
"161504","15 Jan 2014","N","21","N","0","0.00","0.25"
"161508","3 Feb 2014","U","62","Y","0","0.00","0.00"
"161512","17 Jul 2014","Y","72","N","4","0.00","3.06"
"161519","3 Jan 2014","N","11","N","0","0.00","1.41"
"161521","2 Jan 2014","U","30","","0","0.00","2.74"
"161523","26 Feb 2014","Y","21","N","4","0.00","3.64"
"161525","26 Feb 2014","Y","15","","1","0.00","1.00"
"161537","26 Feb 2014","N","22","N","0","0.00","4.58"
"161538","8 Jan 2014","N","0","N","0","0.00","0.50"
"161539","12 Mar 2014","N","3","N","0","0.00","0.73"
"161544","22 Jan 2014","Y","21","N","13","0.00","12.74"
"161545","12 Feb 2014","N","67","N","0","0.00","0.32"
"161549","15 Jan 2014","N","13","N","0","0.00","0.00"
"161550","10 Jan 2014","N","44","N","0","0.00","4.88"
"161551","22 Jan 2014","N","3","N","0","0.00","0.83"
"161555","17 Jan 2014","Y","17","","1","0.00","5.48"
"161556","10 Jan 2014","Y","20","N","2","0.00","6.55"
"161561","21 May 2014","Y","36","N","3","0.00","3.32"
"161567","22 Jan 2014","N","10","N","0","0.00","0.00"
"161571","22 Jan 2014","N","0","N","0","0.00","1.00"
"161572","8 Jan 2014","N","1","N","0","0.00","0.91"
"161574","5 Feb 2014","U","12","","0","0.00","3.00"
"161576","3 Jan 2014","N","14","N","0","0.00","0.99"
"161579","28 Apr 2014","Y","32","N","18","0.00","19.06"
"161580","28 May 2014","R","63","N","8","0.00","19.47"
"161581","14 May 2014","R","67","N","30","0.00","29.85"
"161588","19 Feb 2014","U","17","","0","0.00","12.32"
"161589","4 Mar 2014","U","71","","0","0.00","11.11"
"161592","24 Jul 2014","U","125","","0","0.00","4.07"
"161596","2 Apr 2014","U","0","","0","0.00","1.00"
"161598","19 Feb 2014","N","61","","0","0.00","10.22"
"161600","12 Jun 2014","N","14","N","0","0.00","1.00"
"161601","2 Jan 2014","N","14","N","0","0.00","0.16"
"161602","13 Feb 2014","Y","17","N","1","0.00","2.74"
"161603","8 Jan 2014","N","1","N","0","0.00","1.00"
"161604","2 Jan 2014","N","1","N","0","0.00","0.16"
"161606","15 Jan 2014","R","3","N","8","0.00","0.41"
"161607","15 Jan 2014","N","4","N","0","0.00","0.24"
"161609","20 Jan 2014","Y","13","N","1","0.00","1.57"
"161614","15 Jan 2014","N","1","N","0","0.00","1.00"
"161615","1 Jul 2014","Y","162","","0","0.00","5.90"
"161620","22 Jan 2014","N","9","N","0","0.00","1.14"
"161629","15 Jan 2014","N","0","N","0","0.00","0.16"
"161632","24 Jun 2014","R","8","N","80","0.00","9.00"
"161633","29 Jan 2014","Y","19","N","2","0.00","1.65"
"161636","23 Jan 2014","N","11","N","0","0.00","0.08"
"161637","17 Jan 2014","N","1","N","0","0.00","0.66"
"161642","8 Jan 2014","Y","12","N","3","0.00","1.74"
"161645","15 Jan 2014","Y","41","N","2","0.00","2.65"
"161646","21 Mar 2014","U","0","","0","0.00","0.25"
"161650","19 Feb 2014","N","43","N","0","0.00","1.24"
"161652","15 Jan 2014","N","1","N","0","0.00","0.25"
"161654","15 Jan 2014","N","2","N","0","0.00","0.66"
"161655","31 Jan 2014","N","52","N","0","0.00","0.00"
"161656","22 Jan 2014","N","5","N","0","0.00","1.16"
"161657","15 Jan 2014","N","1","N","0","0.00","0.16"
"161658","8 Apr 2014","Y","19","Y","10","0.00","9.07"
"161662","25 Mar 2014","Y","73","N","3","0.00","2.07"
"161663","13 Jan 2014","U","3","","0","0.00","0.16"
"161664","26 Mar 2014","N","54","N","0","0.00","0.65"
"161665","6 Feb 2014","U","9","N","0","0.00","2.56"
"161667","17 Jan 2014","Y","8","N","2","0.00","1.49"
"161673","24 Jul 2014","R","65","Y","95","0.00","111.98"
"161674","22 Jan 2014","Y","4","N","1","0.00","1.73"
"161675","2 Apr 2014","N","14","N","0","0.00","4.99"
"161676","24 Jan 2014","Y","38","N","16","0.00","4.50"
"161677","11 Feb 2014","Y","17","","1","0.00","4.23"
"161681","24 Feb 2014","Y","12","N","2","0.00","3.72"
"161682","7 Mar 2014","U","0","","0","0.00","0.00"
"161683","17 Apr 2014","N","104","N","0","0.00","7.66"
"161684","31 Jan 2014","N","50","N","0","0.00","4.90"
"161686","29 May 2014","N","101","N","0","0.00","35.91"
"161689","12 Mar 2014","N","31","N","0","0.00","8.06"
"161692","11 Mar 2014","Y","21","N","1","0.00","4.65"
"161694","11 Mar 2014","Y","17","N","2","0.00","8.89"
"161697","4 Dec 2014","N","269","N","0","0.00","0.41"
"161698","12 Mar 2014","N","78","N","0","0.00","0.16"
"161702","5 Mar 2014","N","25","N","0","0.00","3.57"
"161717","12 Mar 2014","N","44","N","0","0.00","0.00"
"161718","12 Mar 2014","N","44","N","0","0.00","0.00"
"161719","22 Jan 2014","R","3","N","8","0.00","0.00"
"161720","29 Jan 2014","N","14","N","0","0.00","0.16"
"161723","19 Feb 2014","N","7","N","0","0.00","2.66"
"161724","10 Jan 2014","Y","10","N","1","0.00","3.79"
"161727","22 Jan 2014","Y","0","N","6","0.00","5.57"
"161728","14 May 2014","U","38","","0","0.00","0.58"
"161729","22 Jan 2014","U","3","","0","0.00","0.75"
"161732","19 Feb 2014","U","11","","0","0.00","3.08"
"161733","21 Mar 2014","U","29","N","0","0.00","6.00"
"161734","16 Apr 2014","U","90","","0","0.00","4.49"
"161735","3 Mar 2014","U","33","","0","0.00","23.00"
"161736","15 Oct 2014","U","143","","0","0.00","5.66"
"161737","27 Jan 2014","Y","24","N","3","0.00","4.15"
"161738","26 Mar 2014","U","58","","0","0.00","0.00"
"161740","29 Sep 2014","U","9","","0","0.00","0.74"
"161742","27 Jan 2014","U","4","","0","0.00","1.15"
"161744","27 Jan 2014","Y","14","N","1","0.00","6.33"
"161747","9 Jan 2014","R","25","N","1","0.00","0.00"
"161751","6 Mar 2014","Y","19","","1","0.00","3.48"
"161752","20 Jan 2014","U","3","","0","0.00","1.82"
"161755","5 Feb 2014","N","0","N","0","0.00","0.90"
"161759","13 Jan 2014","Y","28","N","2","0.00","4.23"
"161760","26 Mar 2014","Y","21","N","4","0.00","2.49"
"161762","20 Jan 2014","Y","20","N","1","0.00","0.82"
"161764","16 Jul 2014","U","54","","0","0.00","1.32"
"161766","13 Jun 2014","N","49","N","0","0.00","1.57"
"161768","11 Feb 2014","Y","42","N","24","0.00","0.00"
"161769","23 Jul 2014","N","77","N","0","0.00","5.33"
"161770","2 Jan 2014","N","6","N","0","0.00","0.83"
"161771","17 Jan 2014","N","3","N","0","0.00","6.91"
"161775","22 Jan 2014","N","1","N","0","0.00","0.75"
"161778","13 Jan 2014","N","28","N","0","0.00","1.24"
"161779","11 Feb 2014","Y","11","N","1","0.00","1.49"
"161780","7 Feb 2014","N","2","N","0","0.00","0.25"
"161781","7 Feb 2014","N","15","N","0","0.00","2.50"
"161782","10 Jun 2014","U","136","","0","0.00","11.61"
"161783","15 Jan 2014","U","30","","0","0.00","1.31"
"161784","19 Feb 2014","Y","27","","5","0.00","0.00"
"161792","17 Jan 2014","N","1","N","0","0.00","0.50"
"161793","8 Jan 2014","N","0","N","0","0.00","0.25"
"161795","22 Jan 2014","N","3","N","0","0.00","0.33"
"161796","29 Jan 2014","N","9","N","0","0.00","1.23"
"161797","2 Jan 2014","N","1","N","0","0.00","0.32"
"161798","31 Jan 2014","N","5","N","0","0.00","0.99"
"161799","17 Jan 2014","Y","14","N","5","0.00","11.14"
"161802","7 May 2014","N","15","N","0","0.00","0.33"
"161803","28 May 2014","N","8","N","0","0.00","2.32"
"161804","7 May 2014","N","1","N","0","0.00","0.00"
"161805","7 May 2014","N","13","N","0","0.00","1.66"
"161807","22 Jan 2014","N","1","N","0","0.00","0.32"
"161808","10 Jan 2014","Y","28","","4","0.00","0.16"
"161814","12 Sep 2014","U","203","Y","0","0.00","10.15"
"161815","16 Jan 2014","R","8","N","0","0.00","0.16"
"161816","22 Jan 2014","N","0","N","0","0.00","0.16"
"161817","14 Mar 2014","Y","51","Y","0","0.00","1.16"
"161818","27 May 2014","U","125","Y","0","0.00","2.00"
"161819","22 Jan 2014","N","0","N","0","0.00","2.66"
"161820","24 Feb 2014","N","15","N","0","0.00","4.49"
"161822","27 Oct 2014","N","234","N","0","0.00","1.99"
"161823","7 Jan 2014","U","1","","0","0.00","0.66"
"161824","7 May 2014","N","6","N","0","0.00","3.08"
"161830","21 Jan 2014","N","35","N","0","0.00","9.10"
"161835","19 Feb 2014","N","19","N","0","0.00","2.16"
"161836","23 Jul 2014","R","72","N","0","0.00","0.00"
"161837","19 Mar 2014","U","30","","0","0.00","0.83"
"161839","19 Jun 2014","N","36","N","0","0.00","12.06"
"161841","29 Jan 2014","U","4","","0","0.00","2.57"
"161842","22 Jan 2014","N","1","N","0","0.00","0.00"
"161843","29 Jan 2014","N","1","N","0","0.00","1.41"
"161845","22 Jan 2014","U","0","","0","0.00","0.58"
"161846","11 Feb 2014","Y","20","N","2","0.00","4.23"
"161849","17 Jan 2014","N","28","N","0","0.00","0.58"
"161854","2 Jan 2014","U","0","","0","0.00","0.00"
"161857","5 Feb 2014","N","0","N","0","0.00","3.16"
"161880","29 Jan 2014","N","0","N","0","0.00","3.00"
"161883","12 Feb 2014","U","38","","0","0.00","8.12"
"161884","17 Mar 2014","U","42","","0","0.00","0.16"
"161887","12 Feb 2014","N","23","N","0","0.00","0.49"
"161888","6 Feb 2014","N","40","N","0","0.00","4.40"
"161893","19 Feb 2014","N","3","N","0","0.00","0.91"
"161897","29 Jan 2014","N","1","N","0","0.00","0.50"
"161898","22 Jan 2014","N","0","N","0","0.00","0.24"
"161899","24 Jan 2014","U","0","","0","0.00","0.33"
"161901","17 Sep 2014","N","148","N","0","0.00","1.50"
"161903","8 Oct 2014","N","215","N","0","0.00","0.75"
"161904","14 Jan 2014","N","0","N","0","0.00","0.16"
"161905","15 Jan 2014","Y","23","","1","0.00","2.81"
"161906","17 Jan 2014","N","0","N","0","0.00","0.50"
"161907","2 Jan 2014","U","9","","0","0.00","9.16"
"161908","8 Jan 2014","N","0","N","0","0.00","0.16"
"161909","27 Feb 2014","U","41","","0","0.00","18.08"
"161910","13 Mar 2014","N","44","N","0","0.00","3.66"
"161911","26 Mar 2014","U","23","","0","0.00","3.41"
"161913","20 Jan 2014","N","0","N","0","0.00","0.40"
"161915","22 Jan 2014","Y","0","N","19","0.00","0.00"
"161916","22 Jan 2014","N","1","N","0","0.00","0.25"
"161920","25 Feb 2014","N","30","N","0","0.00","1.50"
"161922","22 Jan 2014","Y","28","","0","0.00","0.00"
"161923","21 May 2014","Y","9","N","2","0.00","0.50"
"161924","8 Jan 2014","N","0","N","0","0.00","0.16"
"161926","22 May 2014","Y","42","","3","0.00","3.40"
"161927","2 Jan 2014","U","1","","0","0.00","0.00"
"161933","12 Feb 2014","Y","39","N","0","0.00","2.00"
"161934","22 May 2014","Y","48","N","1","0.00","8.65"
"161936","22 Jan 2014","Y","5","N","0","0.00","0.74"
"161938","9 Jan 2014","Y","14","","3","0.00","0.66"
"161939","3 Jan 2014","N","0","N","0","0.00","0.16"
"161940","27 Oct 2014","N","225","N","0","0.00","0.00"
"161943","12 Feb 2014","N","5","N","0","0.00","0.49"
"161946","15 Jan 2014","N","0","N","0","0.00","0.25"
"161948","19 Feb 2014","U","13","","0","0.00","1.33"
"161949","31 Jan 2014","N","3","N","0","0.00","1.75"
"161950","15 Jan 2014","N","0","N","0","0.00","0.00"
"161951","18 Feb 2014","Y","26","N","2","0.00","3.23"
"161955","7 May 2014","U","66","Y","0","0.00","2.08"
"161956","5 Feb 2014","N","1","N","0","0.00","0.00"
"161958","14 Jan 2014","U","19","","0","0.00","2.16"
"161959","27 Jan 2014","Y","29","Y","0","0.00","15.00"
"161960","29 Jan 2014","U","30","","0","0.00","0.82"
"161961","29 Jan 2014","U","8","","0","0.00","2.75"
"161962","5 Feb 2014","U","35","","0","0.00","1.00"
"161963","3 Mar 2014","U","2","","0","0.00","0.00"
"161964","11 Feb 2014","Y","18","N","2","0.00","2.72"
"161965","12 Nov 2014","N","10","N","0","0.00","1.66"
"161966","19 Mar 2014","N","2","N","0","0.00","0.66"
"161969","7 Jan 2014","R","13","N","2","0.00","0.25"
"161970","5 Feb 2014","N","0","N","0","0.00","0.00"
"161971","2 Jan 2014","R","10","N","2","0.00","1.00"
"161972","5 Feb 2014","N","0","N","0","0.00","0.50"
"161973","5 Feb 2014","N","1","N","0","0.00","0.25"
"161974","3 Jan 2014","U","0","","0","0.00","0.32"
"161976","3 Jan 2014","N","12","Y","0","0.00","0.00"
"161977","15 Jan 2014","Y","1","Y","40","0.00","0.50"
"161980","27 Jun 2014","Y","117","N","0","0.00","6.75"
"161982","5 Feb 2014","N","0","N","0","0.00","0.00"
"161983","20 Jan 2014","N","2","N","0","0.00","0.50"
"161986","20 Mar 2014","Y","20","N","1","0.00","1.73"
"161988","22 Jan 2014","N","0","N","0","0.00","0.50"
"161989","19 Feb 2014","Y","20","N","2","0.00","0.40"
"161991","15 Jan 2014","N","0","N","0","0.00","0.00"
"161993","19 Feb 2014","N","0","N","0","0.00","0.75"
"161994","15 Jan 2014","N","0","N","0","0.00","0.16"
"161995","6 Mar 2014","Y","45","N","2","0.00","2.65"
"161996","6 Mar 2014","Y","49","N","3","0.00","0.74"
"161997","21 Oct 2014","N","210","N","0","0.00","0.65"
"161998","10 Jan 2014","N","0","N","0","0.00","0.16"
"161999","21 Mar 2014","N","0","N","0","0.00","0.25"
"162000","11 Feb 2014","N","12","N","0","0.00","0.91"
"162008","7 Jan 2014","N","5","N","0","0.00","0.00"
"162010","23 May 2014","R","70","N","1","0.00","2.16"
"162011","12 Feb 2014","U","1","","0","0.00","0.91"
"162013","2 Jan 2014","Y","8","N","1","0.00","3.75"
"162014","22 Jan 2014","U","1","","0","0.00","0.57"
"162015","29 Jan 2014","N","0","N","0","0.00","0.41"
"162016","22 Jan 2014","U","0","","0","0.00","0.25"
"162017","23 Jan 2014","N","4","N","0","0.00","0.00"
"162018","19 Feb 2014","N","5","N","0","0.00","0.00"
"162019","20 Aug 2014","N","127","N","0","0.00","3.25"
"162020","19 Feb 2014","N","0","N","0","0.00","1.25"
"162021","2 Jan 2014","N","3","N","0","0.00","0.16"
"162024","19 Feb 2014","N","11","N","0","0.00","3.83"
"162026","11 Jun 2014","F","29","N","1","0.00","4.06"
"162027","15 Jan 2014","N","4","N","0","0.00","3.98"
"162028","17 Jan 2014","N","2","N","0","0.00","1.23"
"162029","8 Apr 2014","B","62","","2","0.00","3.15"
"162030","16 Jan 2014","N","1","N","0","0.00","0.49"
"162031","29 Jan 2014","N","0","N","0","0.00","0.49"
"162032","6 Jan 2014","N","2","","0","0.00","0.16"
"162033","3 Jan 2014","N","1","N","0","0.00","2.49"
"162034","3 Jan 2014","N","1","N","0","0.00","0.90"
"162035","19 Feb 2014","U","1","","0","0.00","0.50"
"162036","6 Jan 2014","N","2","N","0","0.00","0.24"
"162037","21 May 2014","Y","19","N","0","0.00","18.08"
"162038","3 Jan 2014","N","0","N","0","0.00","0.91"
"162039","3 Jan 2014","U","0","","0","0.00","0.33"
"162040","23 Jan 2014","N","11","N","0","0.00","14.74"
"162041","19 Feb 2014","N","0","N","0","0.00","0.25"
"162042","5 Mar 2014","N","5","N","0","0.00","8.31"
"162043","3 Jan 2014","U","0","","0","0.00","0.00"
"162044","7 Jan 2014","R","1","N","2","0.00","0.91"
"162045","9 Jan 2014","N","0","N","0","0.00","0.16"
"162046","3 Jan 2014","U","0","","0","0.00","0.16"
"162047","7 Jan 2014","U","1","","0","0.00","0.75"
