"Call No","Closed Date","Chargeable","Days With APT","Project Work","Quote Time","Time Hours Estimated","Time Hours Total"
"162048","3 Jan 2014","U","0","","0","0.00","0.00"
"162049","6 Jan 2014","U","0","","0","0.00","0.16"
"162050","6 Jan 2014","U","0","","0","0.00","0.25"
"162051","6 Jan 2014","N","0","N","0","1.00","0.00"
"162052","13 Jan 2014","Y","2","","1","0.00","1.65"
"162070","6 Jan 2014","N","0","N","0","0.00","0.16"
"162071","7 Jan 2014","N","1","N","0","0.00","0.66"
"162072","14 Jan 2014","N","5","","0","0.00","0.57"
"162073","7 Jan 2014","N","1","N","0","0.00","2.57"
"162074","25 Feb 2014","N","18","N","0","0.00","9.48"
"162075","9 Jan 2014","N","2","N","0","0.00","0.49"
"162076","29 Oct 2014","Y","133","N","3","0.00","5.48"
"162077","7 Jan 2014","N","1","N","0","0.00","2.49"
"162078","20 Jan 2014","N","5","N","0","0.00","3.57"
"162079","7 Jan 2014","N","1","N","0","0.00","0.98"
"162080","10 Feb 2014","N","25","N","0","0.00","5.32"
"162081","17 Jan 2014","U","9","N","0","0.00","0.41"
"162082","22 Jan 2014","U","1","","0","0.00","0.33"
"162083","22 Jan 2014","U","11","","0","0.00","1.82"
"162084","7 Jan 2014","N","0","","0","0.00","0.41"
"162085","12 Feb 2014","U","1","N","0","0.00","5.57"
"162086","29 Jan 2014","N","0","N","0","0.00","0.41"
"162087","3 Jul 2014","N","127","N","0","0.00","96.70"
"162088","6 Mar 2014","Y","37","N","1","0.00","1.80"
"162089","19 Feb 2014","F","13","N","2","0.00","1.23"
"162090","9 Jan 2014","N","2","N","0","0.00","1.24"
"162091","7 Jan 2014","U","0","","0","0.00","0.16"
"162092","19 May 2014","N","78","N","0","0.00","0.50"
"162093","23 Jun 2014","N","23","N","0","0.00","5.06"
"162094","7 Jan 2014","N","0","N","0","0.00","0.33"
"162095","7 Jan 2014","N","0","N","0","0.00","0.00"
"162096","30 Jul 2014","N","145","N","0","0.00","13.12"
"162097","29 Jan 2014","N","15","N","0","0.00","1.24"
"162099","23 Jul 2014","U","111","","0","0.00","6.49"
"162100","16 Jan 2014","R","2","N","1","0.00","0.50"
"162101","5 Feb 2014","N","0","N","0","0.00","0.66"
"162102","10 Jan 2014","N","1","N","0","0.00","0.16"
"162103","2 Apr 2014","Y","15","N","3","0.00","2.39"
"162104","5 Mar 2014","N","6","N","0","0.00","1.00"
"162105","5 Feb 2014","N","0","N","0","0.00","3.16"
"162106","27 Jan 2014","Y","12","N","0","0.00","1.82"
"162107","9 Jan 2014","N","1","N","0","0.00","0.25"
"162108","26 Feb 2014","N","4","N","0","0.00","0.50"
"162109","13 Feb 2014","N","0","N","0","0.00","0.25"
"162110","9 Jan 2014","N","0","N","0","0.00","0.41"
"162111","25 Feb 2014","N","32","N","0","0.00","8.98"
"162112","10 Jan 2014","N","1","N","0","0.00","0.74"
"162113","7 May 2014","N","84","N","0","0.00","0.00"
"162114","10 Jan 2014","N","1","N","0","0.00","0.41"
"162115","27 May 2014","U","98","Y","0","0.00","1223.69"
"162116","10 Jan 2014","Y","1","Y","0","0.00","0.00"
"162117","10 Jan 2014","U","1","","0","0.00","0.25"
"162118","5 Mar 2014","U","0","N","0","0.00","0.41"
"162119","12 Feb 2014","N","0","N","0","0.00","2.50"
"162120","26 Feb 2014","N","0","N","0","0.00","0.50"
"162121","7 Feb 2014","N","19","N","0","0.00","7.00"
"162122","23 Apr 2014","N","0","N","0","0.00","1.24"
"162123","3 Feb 2014","U","16","","0","0.00","0.49"
"162124","24 Jan 2014","U","1","","0","0.00","0.66"
"162125","28 Jan 2014","C","2","","0","0.00","2.75"
"162126","14 Jan 2014","N","1","N","0","0.00","0.66"
"162127","6 Feb 2014","U","19","","0","0.00","1.98"
"162128","13 Jan 2014","N","1","N","0","0.00","0.33"
"162129","18 Feb 2014","Y","27","Y","8","0.00","0.00"
"162130","15 Jan 2014","N","3","N","0","0.00","0.00"
"162132","7 May 2014","Y","11","","8","0.00","4.15"
"162133","15 Jan 2014","N","0","N","0","0.00","1.15"
"162142","21 Jan 2014","U","5","","0","0.00","0.91"
"162143","13 Jan 2014","U","0","","0","0.00","0.16"
"162144","13 Jan 2014","U","0","","0","0.00","0.16"
"162145","15 Jan 2014","N","1","N","0","0.00","6.75"
"162146","13 Jan 2014","N","0","N","0","0.00","0.00"
"162147","13 Jan 2014","N","0","N","0","0.00","0.33"
"162148","5 Mar 2014","N","0","N","0","0.00","0.91"
"162149","24 Feb 2014","N","4","N","0","0.00","1.75"
"162150","29 Aug 2014","N","12","N","0","0.00","6.58"
"162151","14 Jan 2014","U","0","","0","0.00","0.66"
"162152","14 Jan 2014","N","0","N","0","0.00","0.00"
"162153","21 Mar 2014","N","45","N","0","0.00","9.14"
"162155","18 Feb 2014","N","26","N","0","0.00","0.16"
"162156","14 Jan 2014","N","0","N","0","0.00","0.16"
"162157","7 Apr 2014","U","16","","0","0.00","0.82"
"162158","25 Feb 2014","N","11","N","0","0.00","0.41"
"162159","19 Feb 2014","N","0","N","0","0.00","0.50"
"162160","14 Jan 2014","N","0","N","0","0.00","0.00"
"162161","16 Jan 2014","N","2","N","0","0.00","0.33"
"162162","20 Jan 2014","N","4","N","0","0.00","0.00"
"162163","28 May 2014","N","46","N","0","0.00","0.99"
"162164","11 Feb 2014","Y","17","N","0","0.00","0.00"
"162165","14 Jan 2014","N","0","N","0","0.00","0.65"
"162166","15 Jan 2014","U","1","","0","0.00","0.16"
"162167","27 Oct 2014","N","203","N","0","0.00","4.91"
"162168","15 Apr 2014","Y","19","N","2","0.00","8.89"
"162169","12 Feb 2014","N","0","N","0","0.00","0.00"
"162170","30 Jul 2014","U","106","N","0","0.00","10.90"
"162171","15 Jan 2014","N","0","N","0","0.00","0.00"
"162172","26 Mar 2014","N","13","N","0","0.00","0.66"
"162173","20 Jan 2014","N","1","N","0","0.00","0.58"
"162174","26 Mar 2014","U","9","","0","0.00","1.41"
"162175","24 Feb 2014","N","1","N","0","0.00","2.15"
"162176","20 Jan 2014","N","3","N","0","0.00","0.66"
"162177","16 Jan 2014","N","1","N","0","0.00","0.32"
"162178","17 Jan 2014","N","1","N","0","0.00","0.16"
"162180","18 Feb 2014","Y","13","","1","0.00","1.98"
"162181","26 Feb 2014","N","0","N","0","0.00","0.90"
"162182","12 Feb 2014","N","1","N","0","0.00","2.50"
"162183","21 Jan 2014","N","2","N","0","0.00","0.75"
"162184","19 Feb 2014","U","19","","0","0.00","13.15"
"162185","14 Mar 2014","N","5","N","0","0.00","1.16"
"162187","21 May 2014","Y","89","Y","0","0.00","210.64"
"162188","25 Apr 2014","U","54","Y","0","0.00","123.91"
"162189","28 Aug 2014","N","0","N","0","0.00","0.33"
"162190","29 Jan 2014","N","5","N","0","0.00","1.15"
"162191","15 Aug 2014","R","107","N","6","0.00","5.83"
"162192","21 Jan 2014","N","3","N","0","0.00","0.16"
"162193","6 Mar 2014","N","34","","0","0.00","1.32"
"162194","20 Jan 2014","N","2","N","0","0.00","0.33"
"162195","6 Mar 2014","Y","21","N","0","0.00","1.99"
"162196","21 Jan 2014","U","2","","0","0.00","0.33"
"162197","16 Apr 2014","N","0","N","0","0.00","0.25"
"162198","10 Dec 2014","N","22","N","0","0.00","2.82"
"162199","2 Apr 2014","U","1","","0","0.00","0.25"
"162200","16 Jan 2014","N","0","N","0","0.00","0.08"
"162201","6 Mar 2014","Y","8","","1","0.00","1.06"
"162202","13 Feb 2014","N","1","N","0","0.00","0.50"
"162203","13 Feb 2014","N","0","N","0","0.00","7.50"
"162204","29 Jan 2014","N","2","N","0","0.00","0.66"
"162205","20 Jan 2014","N","0","N","0","0.00","0.32"
"162206","5 Mar 2014","Y","9","N","2","0.00","0.00"
"162207","20 Jan 2014","N","1","N","0","0.00","0.16"
"162208","22 Jan 2014","N","0","N","0","0.00","0.16"
"162210","14 Mar 2014","U","4","Y","0","0.00","8.00"
"162211","28 Apr 2014","Y","71","","2","0.00","1.50"
"162212","3 Jun 2014","U","97","","0","0.00","0.58"
"162213","17 Jan 2014","U","0","","0","0.00","0.25"
"162215","30 May 2014","Y","39","N","1","0.00","16.93"
"162216","12 Mar 2014","N","3","N","0","0.00","0.16"
"162225","14 Mar 2014","Y","14","N","1","0.00","1.40"
"162226","3 Apr 2014","R","41","N","2","0.00","0.66"
"162227","20 Jan 2014","N","0","N","0","0.00","0.16"
"162228","21 Jan 2014","N","0","N","0","0.00","1.33"
"162229","5 Mar 2014","U","2","","0","0.00","0.74"
"162231","11 Feb 2014","N","8","N","0","0.00","0.16"
"162232","22 Jan 2014","N","2","N","0","0.00","0.25"
"162233","10 Apr 2014","Y","46","","1","0.00","3.32"
"162234","23 Jan 2014","U","0","","0","0.00","0.08"
"162235","12 Mar 2014","N","2","N","0","0.00","0.00"
"162236","21 Jan 2014","N","0","N","0","0.00","0.00"
"162237","23 Apr 2014","N","29","N","0","0.00","3.50"
"162238","12 Jun 2014","N","59","Y","0","0.00","0.00"
"162239","31 Jan 2014","Y","8","Y","0","0.00","30.00"
"162240","30 Sep 2014","Y","93","Y","0","0.00","11.00"
"162241","24 Mar 2014","Y","44","Y","0","0.00","32.75"
"162242","28 Jan 2014","N","4","N","0","0.00","1.50"
"162243","12 Mar 2014","U","2","","0","0.00","0.58"
"162244","23 Apr 2014","N","26","N","0","0.00","0.27"
"162245","10 Sep 2014","N","166","N","0","0.00","0.24"
"162246","10 Feb 2014","N","14","N","0","0.00","0.58"
"162247","23 Jan 2014","U","1","","0","0.00","1.00"
"162248","23 Jan 2014","U","0","","0","0.00","0.00"
"162249","22 Jan 2014","N","0","N","0","0.00","0.16"
"162250","12 Mar 2014","N","0","N","0","0.00","2.91"
"162251","31 Jan 2014","N","3","N","0","0.00","1.49"
"162252","22 Jan 2014","N","0","N","0","0.00","0.00"
"162253","19 Mar 2014","U","0","","0","0.00","0.91"
"162254","22 Jan 2014","U","0","","0","0.00","0.33"
"162255","18 Feb 2014","N","1","N","0","0.00","0.25"
"162256","30 Jan 2014","U","3","","0","0.00","0.32"
"162257","5 Mar 2014","Y","11","N","1","0.00","1.16"
"162258","3 Feb 2014","N","0","N","0","0.00","0.16"
"162259","23 Jan 2014","N","0","N","0","0.00","0.00"
"162260","29 Apr 2014","U","68","Y","0","0.00","30.39"
"162261","22 Apr 2014","Y","47","","4","0.00","3.91"
"162262","29 Jan 2014","N","2","N","0","0.00","0.66"
"162263","12 Mar 2014","U","1","","0","0.00","0.75"
"162264","23 Jan 2014","U","0","","0","0.00","0.00"
"162265","12 Mar 2014","N","2","N","0","0.00","0.25"
"162266","24 Jan 2014","N","1","N","0","0.00","0.66"
"162267","9 Jun 2014","Y","97","","0","0.00","0.00"
"162268","8 May 2014","N","10","N","0","0.00","0.00"
"162269","4 Feb 2014","U","5","","0","0.00","1.66"
"162270","8 Apr 2014","Y","16","N","7","0.00","7.24"
"162271","19 Feb 2014","N","18","","0","0.00","0.08"
"162272","14 Aug 2014","N","144","N","0","0.00","0.00"
"162273","19 Feb 2014","N","0","N","0","0.00","0.00"
"162274","24 Jan 2014","N","0","Y","0","0.00","0.00"
"162275","24 Jan 2014","U","0","","0","0.00","0.00"
"162276","11 Feb 2014","R","11","N","4","0.00","0.16"
"162277","27 Jan 2014","N","1","N","0","0.00","0.00"
"162278","27 Jan 2014","N","0","N","0","0.00","0.00"
"162279","12 Mar 2014","N","0","N","0","0.00","0.00"
"162283","12 Mar 2014","N","0","N","0","0.00","0.16"
"162284","4 Feb 2014","N","0","N","0","0.00","1.83"
"162285","24 Mar 2014","U","21","","0","0.00","0.41"
"162286","27 Jan 2014","U","0","","0","0.00","0.16"
"162287","27 Jan 2014","N","0","N","0","0.00","0.25"
"162288","6 Feb 2014","N","8","N","0","0.00","0.33"
"162289","28 Jan 2014","Y","1","Y","0","0.00","0.00"
"162290","27 Jan 2014","N","0","N","0","0.00","0.00"
"162291","26 Feb 2014","Y","13","","1","0.00","1.72"
"162292","19 Mar 2014","N","0","N","0","0.00","0.75"
"162293","20 Feb 2014","U","1","","0","0.00","0.50"
"162294","19 Mar 2014","U","36","Y","0","0.00","0.00"
"162295","14 Feb 2014","N","0","N","0","0.00","0.25"
"162296","28 Jan 2014","U","0","","0","0.00","0.50"
"162297","24 Mar 2014","N","39","","0","0.00","0.00"
"162298","6 Feb 2014","N","3","N","0","0.00","0.99"
"162299","19 Mar 2014","N","1","N","0","0.00","0.50"
"162300","2 May 2014","Y","42","N","0","0.00","0.00"
"162301","30 Jan 2014","N","0","N","0","0.00","0.25"
"162302","19 Mar 2014","N","2","N","0","0.00","0.32"
"162303","29 Jan 2014","R","0","N","3","0.00","0.49"
"162304","15 Dec 2014","N","184","N","0","0.00","8.49"
"162305","3 Mar 2014","N","0","N","0","0.00","0.16"
"162306","19 Mar 2014","N","0","N","0","0.00","0.16"
"162307","23 Apr 2014","N","16","N","0","0.00","2.41"
"162308","24 Apr 2014","N","21","N","0","0.00","1.16"
"162309","12 Feb 2014","Y","9","N","2","0.00","2.32"
"162310","3 Feb 2014","N","2","N","0","0.00","0.66"
"162311","31 Jan 2014","U","2","","0","0.00","0.41"
"162312","5 Mar 2014","N","4","N","0","0.00","2.65"
"162313","13 Feb 2014","Y","8","","1","0.00","2.97"
"162314","11 Feb 2014","Y","8","N","3","0.00","2.32"
"162315","19 Feb 2014","U","0","","0","0.00","0.16"
"162316","29 Jan 2014","N","0","N","0","0.00","0.00"
"162317","3 Feb 2014","Y","3","N","0","0.00","2.41"
"162318","24 Feb 2014","U","7","","0","0.00","1.07"
"162319","6 Feb 2014","N","0","N","0","0.00","0.25"
"162320","18 Feb 2014","U","1","","0","0.00","0.16"
"162321","14 Feb 2014","U","1","","0","0.00","0.25"
"162322","30 Jan 2014","N","0","N","0","0.00","0.41"
"162323","14 Feb 2014","N","11","Y","0","0.00","8.49"
"162325","28 May 2014","R","20","N","10","0.00","1.41"
"162326","21 May 2014","Y","59","","3","0.00","3.15"
"162327","19 Mar 2014","N","0","N","0","0.00","0.33"
"162328","7 May 2014","N","10","N","0","0.00","2.49"
"162329","30 Oct 2014","U","195","","0","0.00","0.00"
"162330","5 Mar 2014","Y","23","","1","0.00","2.31"
"162331","3 Feb 2014","N","2","N","0","0.00","1.23"
"162332","17 Mar 2014","U","31","","0","0.00","0.83"
"162333","26 Mar 2014","N","3","N","0","0.00","0.00"
"162334","30 Jan 2014","N","0","N","0","0.00","0.25"
"162335","26 Feb 2014","N","1","N","0","0.00","0.00"
"162336","8 Apr 2014","N","0","N","0","0.00","0.00"
"162337","3 Feb 2014","N","2","N","0","0.00","0.08"
"162338","13 Feb 2014","Y","5","N","1","0.00","0.82"
"162339","31 Jan 2014","N","0","N","0","0.00","0.00"
"162340","31 Jan 2014","N","0","N","0","0.00","0.00"
"162341","12 Jun 2014","Y","48","","6","0.00","1.83"
"162342","6 Feb 2014","N","1","N","0","0.00","0.66"
"162343","2 Apr 2014","U","8","","0","0.00","1.25"
"162344","7 Feb 2014","N","0","N","0","0.00","0.00"
"162345","3 Feb 2014","N","1","N","0","0.00","0.00"
"162346","19 Mar 2014","C","33","","0","0.00","0.00"
"162347","19 Feb 2014","U","1","","0","0.00","0.00"
"162348","26 Feb 2014","N","0","N","0","0.00","0.00"
"162349","6 Feb 2014","N","0","N","0","0.00","0.00"
"162350","16 Feb 2014","N","10","","0","0.00","0.66"
"162351","17 Sep 2014","U","25","","0","0.00","6.64"
"162352","13 Mar 2014","U","11","","0","0.00","3.50"
"162353","15 May 2014","U","73","N","0","0.00","0.25"
"162354","26 Mar 2014","N","0","N","0","0.00","0.00"
"162355","23 May 2014","N","56","N","0","0.00","0.00"
"162356","23 Oct 2014","Y","151","N","0","0.00","0.16"
"162357","21 May 2014","Y","34","N","2","0.00","1.41"
"162358","26 Mar 2014","N","2","N","0","0.00","0.91"
"162359","4 Feb 2014","U","0","","0","0.00","0.00"
"162360","26 Mar 2014","N","1","N","0","0.00","0.58"
"162361","4 Feb 2014","N","1","N","0","0.00","0.24"
"162362","4 Feb 2014","N","1","N","0","0.00","0.32"
"162363","3 Sep 2014","N","66","N","0","0.00","0.00"
"162364","26 Mar 2014","U","2","","0","0.00","0.66"
"162365","21 Mar 2014","U","13","","0","0.00","2.99"
"162366","19 Feb 2014","N","2","N","0","0.00","0.99"
"162367","19 Nov 2014","N","166","N","0","0.00","10.75"
"162368","9 Jun 2014","N","64","N","0","0.00","7.65"
"162369","29 May 2014","R","61","N","1","0.00","0.16"
"162370","6 Feb 2014","N","2","N","0","0.00","0.40"
"162371","6 Mar 2014","Y","7","N","2","0.00","2.49"
"162372","17 Feb 2014","N","7","N","0","0.00","1.41"
"162373","4 Feb 2014","N","0","N","0","0.00","0.25"
"162374","4 Feb 2014","N","0","N","0","0.00","0.00"
"162375","28 May 2014","Y","9","N","5","0.00","2.74"
"162376","5 Feb 2014","N","1","N","0","0.00","0.24"
"162377","18 Feb 2014","U","4","","0","0.00","0.58"
"162378","24 Mar 2014","Y","32","","1","0.00","1.90"
"162379","28 Mar 2014","U","8","","0","0.00","0.16"
"162381","5 Feb 2014","U","0","","0","0.00","0.00"
"162382","6 Feb 2014","N","0","N","0","0.00","0.00"
"162383","7 Feb 2014","N","2","N","0","0.00","0.82"
"162384","10 Mar 2014","N","0","N","0","0.00","0.49"
"162385","9 Jun 2014","Y","46","","4","0.00","9.32"
"162386","21 Feb 2014","U","1","","0","0.00","0.00"
"162387","4 Dec 2014","N","216","N","0","0.00","0.00"
"162388","5 Feb 2014","U","0","","0","0.00","0.33"
"162389","11 Feb 2014","N","3","N","0","0.00","0.66"
"162390","5 Feb 2014","N","0","N","0","0.00","0.00"
"162392","11 Jun 2014","U","39","","0","0.00","2.00"
"162393","11 Mar 2014","R","0","N","0","0.00","0.00"
"162394","5 Mar 2014","N","0","N","0","0.00","0.16"
"162395","21 May 2014","U","4","","0","0.00","0.16"
"162396","7 Mar 2014","Y","15","","1","0.00","2.23"
"162397","5 Mar 2014","Y","8","N","0","0.00","0.00"
"162398","14 Feb 2014","N","1","N","0","0.00","0.00"
"162399","16 Apr 2014","U","7","","0","0.00","0.00"
"162400","10 Feb 2014","U","2","","0","0.00","0.00"
"162401","26 Mar 2014","N","0","N","0","0.00","0.50"
"162402","26 Jun 2014","Y","96","N","0","0.00","0.00"
"162403","6 Feb 2014","N","0","N","0","0.00","1.75"
"162404","7 Feb 2014","U","0","","0","0.00","0.00"
"162405","11 Feb 2014","N","2","N","0","0.00","0.33"
"162406","7 Feb 2014","N","1","N","0","0.00","0.00"
"162407","18 Mar 2014","Y","15","","1","0.00","1.16"
"162408","20 Mar 2014","Y","10","","1","0.00","0.00"
"162409","7 Feb 2014","N","0","N","0","0.00","0.00"
"162410","12 Feb 2014","N","0","N","0","0.00","0.00"
"162411","22 Apr 2014","Y","42","","24","0.00","5.16"
"162412","25 Apr 2014","N","55","N","0","0.00","0.00"
"162413","12 Mar 2014","N","23","","0","0.00","0.00"
"162414","28 Feb 2014","Y","15","","1","0.00","2.50"
"162415","19 May 2014","U","57","","0","0.00","0.16"
"162416","8 Apr 2014","Y","12","","4","0.00","4.49"
"162417","28 Oct 2014","R","106","","20","0.00","4.96"
"162418","19 Jun 2014","Y","54","","4","0.00","9.88"
"162419","25 Mar 2014","Y","17","","1","0.00","2.08"
"162420","30 Jul 2014","U","80","","0","0.00","1.57"
"162421","6 Mar 2014","Y","9","","1","0.00","1.24"
"162422","26 Mar 2014","U","0","","0","0.00","0.50"
"162423","5 Mar 2014","U","0","","0","0.00","0.25"
"162424","6 Mar 2014","Y","14","","1","0.00","2.24"
"162443","10 Feb 2014","N","0","N","0","0.00","0.00"
"162444","29 Apr 2014","Y","56","Y","0","0.00","0.00"
"162445","8 Apr 2014","Y","41","Y","0","0.00","0.00"
"162446","18 Jun 2014","Y","92","Y","0","0.00","0.00"
"162447","14 Nov 2014","Y","199","Y","0","0.00","0.00"
"162448","13 Feb 2014","N","0","N","0","0.00","1.00"
"162449","10 Mar 2014","N","0","N","0","0.00","0.50"
"162451","11 Jun 2014","N","6","N","0","0.00","0.00"
"162452","27 Jun 2014","N","99","","0","0.00","0.00"
"162453","10 Feb 2014","N","0","N","0","0.00","0.00"
"162454","14 Mar 2014","Y","5","N","16","0.00","5.50"
"162455","20 Feb 2014","U","6","","0","0.00","0.00"
"162456","19 Feb 2014","U","6","","0","0.00","0.33"
"162457","28 Feb 2014","N","13","N","0","0.00","0.25"
"162458","20 Feb 2014","N","6","N","0","0.00","2.25"
"162459","19 Mar 2014","N","26","N","0","0.00","0.00"
"162460","12 Jun 2014","Y","26","","5","0.00","7.90"
"162461","21 Mar 2014","U","0","","0","0.00","0.00"
"162462","11 Feb 2014","N","0","N","0","0.00","0.00"
"162463","11 Feb 2014","N","0","N","0","0.00","0.00"
"162464","11 Feb 2014","N","0","N","0","0.00","0.00"
"162465","8 Apr 2014","Y","22","","1","0.00","0.58"
"162466","20 Mar 2014","Y","24","","2","0.00","0.16"
"162467","9 Apr 2014","U","1","","0","0.00","0.00"
"162468","25 Feb 2014","N","3","","0","0.00","0.49"
"162469","21 Mar 2014","U","23","","0","0.00","0.49"
"162470","23 Apr 2014","N","3","N","0","0.00","0.00"
"162471","19 Feb 2014","R","4","","0","0.00","0.00"
"162472","12 Mar 2014","N","0","N","0","0.00","0.00"
"162473","20 Feb 2014","N","4","N","0","0.00","0.00"
"162474","20 Feb 2014","U","0","N","0","0.00","0.00"
"162475","3 Apr 2014","N","35","N","0","0.00","0.00"
"162476","30 Apr 2014","U","15","N","0","0.00","0.16"
"162477","18 Feb 2014","U","3","","0","0.00","0.50"
"162478","10 Apr 2014","U","26","N","0","0.00","3.56"
"162479","18 Mar 2014","U","0","N","0","0.00","0.00"
"162480","11 Jun 2014","U","26","N","0","0.00","6.50"
"162481","2 Apr 2014","U","0","N","0","0.00","0.00"
"162482","2 Jul 2014","U","9","N","0","0.00","0.00"
"162483","12 Feb 2014","N","0","N","0","0.00","0.00"
"162484","4 Mar 2014","N","4","N","0","0.00","0.25"
"162485","27 Mar 2014","Y","19","N","2","0.00","5.22"
"162486","18 Mar 2014","U","0","N","0","0.00","0.00"
"162488","31 Jul 2014","R","1","N","16","0.00","0.00"
"162489","20 Feb 2014","U","1","N","0","0.00","0.00"
"162490","24 Mar 2014","U","13","N","0","0.00","2.07"
"162491","21 Feb 2014","U","3","N","0","0.00","0.00"
"162492","23 Jul 2014","U","102","","0","0.00","6.82"
"162493","26 Jun 2014","Y","88","N","4","0.00","28.27"
"162494","12 Feb 2014","N","0","N","0","0.00","0.00"
"162495","19 Feb 2014","Y","5","Y","0","0.00","0.00"
"162496","27 Oct 2014","N","99","N","0","0.00","9.73"
"162497","7 Mar 2014","Y","15","N","4","0.00","4.49"
"162498","17 Dec 2014","Y","96","","4","0.00","4.31"
"162499","21 Mar 2014","U","8","","0","0.00","0.50"
"162500","13 Feb 2014","U","0","","0","0.00","0.00"
"162501","17 Feb 2014","N","2","N","0","0.00","0.50"
"162502","13 Feb 2014","U","0","N","0","0.00","0.00"
"162503","4 Apr 2014","N","6","","0","0.00","0.16"
"162504","7 Mar 2014","N","16","N","0","0.00","0.32"
"162505","26 Aug 2014","R","62","N","3","0.00","7.33"
"162506","18 Mar 2014","U","0","N","0","0.00","0.00"
"162507","23 Apr 2014","N","14","N","0","0.00","0.25"
"162508","2 May 2014","R","18","N","4","0.00","0.50"
"162509","18 Mar 2014","U","18","N","0","0.00","0.00"
"162510","11 Mar 2014","U","2","N","0","0.00","0.00"
"162511","12 Mar 2014","N","0","N","0","0.00","0.00"
"162512","18 Feb 2014","Y","0","N","0","0.00","0.00"
"162513","18 Feb 2014","Y","3","N","0","0.00","0.00"
"162514","5 Mar 2014","Y","1","N","0","0.00","0.00"
"162515","19 Feb 2014","N","0","N","0","0.00","0.00"
"162516","14 Feb 2014","N","0","N","0","0.00","0.00"
"162517","19 Feb 2014","U","4","","0","0.00","0.00"
"162518","21 Mar 2014","U","0","","0","0.00","0.00"
"162519","19 Feb 2014","N","0","N","0","0.00","0.00"
"162520","14 Feb 2014","N","0","N","0","0.00","0.33"
"162521","12 Jun 2014","R","44","Y","14","0.00","9.58"
"162524","1 Oct 2014","U","163","Y","0","0.00","181.74"
"162525","12 Mar 2014","N","1","N","0","0.00","0.00"
"162526","14 Feb 2014","N","0","N","0","0.00","0.00"
"162527","18 Mar 2014","N","3","N","0","0.00","0.16"
"162528","2 Apr 2014","U","1","","0","0.00","0.25"
"162529","28 Jul 2014","U","50","","0","0.00","0.00"
"162530","2 Apr 2014","U","0","","0","0.00","0.16"
"162531","17 Mar 2014","U","20","","0","0.00","0.66"
"162532","20 Feb 2014","U","1","","0","0.00","0.83"
"162538","18 Mar 2014","U","0","","0","0.00","0.58"
"162539","1 Oct 2014","U","162","Y","0","0.00","3.00"
"162540","24 Feb 2014","U","1","","0","0.00","1.08"
"162541","25 Feb 2014","N","5","N","0","0.00","4.08"
"162542","26 Feb 2014","N","5","N","0","0.00","0.00"
"162543","21 Feb 2014","N","0","N","0","0.00","0.33"
"162544","17 Feb 2014","U","0","","0","0.00","0.25"
"162545","19 Feb 2014","N","0","N","0","0.00","0.33"
"162546","17 Feb 2014","N","0","N","0","0.00","0.33"
"162547","20 Mar 2014","N","0","N","0","0.00","1.91"
"162548","20 Feb 2014","N","3","N","0","0.00","0.00"
"162549","20 Feb 2014","N","3","N","0","0.00","0.00"
"162550","18 Feb 2014","N","0","N","0","0.00","0.16"
"162551","18 Feb 2014","N","1","N","0","0.00","0.08"
"162553","2 Oct 2014","U","163","Y","0","0.00","0.00"
"162554","6 Mar 2014","U","13","Y","0","0.00","0.00"
"162555","9 Apr 2014","N","1","N","0","0.00","0.41"
"162556","14 Aug 2014","R","110","Y","0","0.00","0.00"
"162557","14 May 2014","U","62","Y","0","0.00","1.00"
"162558","28 May 2014","Y","4","N","2","0.00","1.08"
"162560","17 Jun 2014","U","86","Y","0","0.00","0.00"
"162562","7 Mar 2014","U","14","Y","0","0.00","0.00"
"162564","22 May 2014","Y","15","","1","0.00","9.57"
"162565","19 Feb 2014","U","0","","0","0.00","0.33"
"162566","20 Mar 2014","U","2","","0","0.00","0.25"
"162567","11 Apr 2014","Y","14","","1","0.00","1.65"
"162569","27 Oct 2014","U","179","Y","0","0.00","0.00"
"162570","19 Mar 2014","N","0","N","0","0.00","4.66"
"162571","18 Feb 2014","N","0","N","0","0.00","0.25"
"162572","19 Mar 2014","N","21","","0","0.00","0.00"
"162573","5 Mar 2014","Y","11","Y","0","0.00","0.00"
"162574","7 May 2014","U","17","","0","0.00","4.00"
"162575","31 Mar 2014","N","15","N","0","0.00","4.07"
"162576","11 Jun 2014","N","30","N","0","0.00","5.24"
"162577","19 Feb 2014","N","1","N","0","0.00","0.16"
"162578","9 Apr 2014","U","0","","0","0.00","0.66"
"162579","19 Feb 2014","U","0","","0","0.00","0.66"
"162580","19 Feb 2014","N","0","N","0","0.00","0.32"
"162581","19 Mar 2014","N","1","N","0","0.00","0.00"
"162582","3 Mar 2014","N","6","N","0","0.00","1.91"
"162583","27 Feb 2014","U","1","","0","0.00","0.00"
"162584","20 Aug 2014","R","82","N","2","0.00","1.16"
"162585","26 Feb 2014","U","4","","0","0.00","1.33"
"162586","20 Feb 2014","U","1","","0","0.00","0.16"
"162587","3 Jun 2014","Y","25","","0","0.00","26.60"
"162588","16 May 2014","R","62","","0","0.00","0.00"
"162589","4 Jun 2014","U","1","","0","0.00","0.50"
"162590","27 Feb 2014","U","5","","0","0.00","0.16"
"162591","21 Feb 2014","Y","2","","0","0.00","0.00"
"162592","21 Feb 2014","Y","2","","0","0.00","1.91"
"162593","29 Apr 2014","U","19","","0","0.00","1.16"
