"Product Code","Call No","Closed Date","Chargeable","Days With APT","Project Work"
"VISAGE","167391","11 May 2015","U","-1",""
"VISAGE","168357","7 Oct 2015","U","-1",""
"SP","168539","28 Aug 2015","U","-1",""
"VISAGE","162131","18 Aug 2015","R","0",""
"SHOP","163007","10 Jun 2015","R","0",""
"VISAGE","164343","7 Oct 2015","N","0",""
"MS","164522","21 Jan 2015","N","0","N"
"MS","164605","18 Jun 2015","U","0",""
"MS","164638","4 Mar 2015","U","0",""
"MS","164711","28 Apr 2015","N","0","N"
"MS","164743","18 Jun 2015","N","0","N"
"MS","164776","6 Oct 2015","N","0","N"
"VISAGE","164899","10 Jun 2015","R","0",""
"MS","164901","28 Apr 2015","N","0","N"
"MS","165019","10 Jun 2015","N","0","N"
"MS","165063","31 Mar 2015","N","0","N"
"VISAGE","165066","19 Jun 2015","N","0",""
"MS","165125","21 Jan 2015","N","0","N"
"MS","165134","7 Jan 2015","N","0","N"
"MS","165143","7 Jan 2015","N","0","N"
"MS","165173","28 Jan 2015","N","0","N"
"MS","165189","7 Jan 2015","N","0","N"
"VISAGE","165190","15 Jan 2015","Y","0","Y"
"MS","165191","13 Jan 2015","N","0","N"
"MS","165198","10 Jun 2015","N","0","N"
"MS.WEB","165214","21 Jan 2015","U","0",""
"MS","165233","4 Mar 2015","N","0","N"
"MS","165246","21 Jan 2015","N","0","N"
"MS","165289","14 Jan 2015","N","0","N"
"MS","165344","15 Feb 2015","U","0",""
"MS","165384","28 Jan 2015","N","0","N"
"MS.WEB","165387","20 Feb 2015","N","0","N"
"MS","165389","10 Jun 2015","N","0","N"
"INFORMER","165428","23 Jan 2015","N","0","N"
"MS","165431","1 Feb 2015","N","0","N"
"VISAGE","165441","21 Jan 2015","U","0",""
"MS","165446","11 Feb 2015","N","0","N"
"MS","165447","4 Feb 2015","N","0","N"
"MS","165460","4 Feb 2015","N","0","N"
"MS","165462","10 Jun 2015","N","0","N"
"MS","165473","28 Apr 2015","N","0","N"
"MS","165489","6 Jan 2015","N","0","N"
"MS","165490","4 Feb 2015","R","0","N"
"MS","165491","4 Feb 2015","R","0","N"
"MS","165493","12 Jan 2015","N","0","N"
"MS","165502","21 Jan 2015","N","0","N"
"MS","165505","6 Jan 2015","N","0","N"
"MS","165506","7 Jan 2015","N","0","N"
"MS","165507","13 Feb 2015","N","0","N"
"MS","165509","2 Jan 2015","N","0","N"
"MS","165510","2 Jan 2015","N","0","N"
"MS","165512","28 Jan 2015","N","0","N"
"MS","165524","5 Jan 2015","N","0","N"
"MS","165526","5 Jan 2015","N","0","N"
"MS","165528","8 Jan 2015","N","0","N"
"MS","165533","6 Jan 2015","N","0","N"
"MS.WEB","165535","6 Jan 2015","U","0",""
"INFORMER","165540","6 Jan 2015","U","0",""
"MS","165542","6 Jan 2015","N","0","N"
"INFORMER","165543","8 Jan 2015","U","0",""
"MS","165546","8 Jan 2015","N","0","N"
"MS","165549","6 Jan 2015","N","0","N"
"MS","165550","6 Jan 2015","N","0","N"
"MS.WEB","165558","19 Jan 2015","U","0",""
"INFORMER","165561","7 Jan 2015","U","0",""
"MS","165563","8 Jan 2015","U","0",""
"MS","165565","13 Jan 2015","N","0","N"
"MS","165566","12 Feb 2015","N","0","N"
"MS","165567","25 Feb 2015","N","0","N"
"MS","165583","9 Jan 2015","U","0",""
"UNIVERSE","165593","9 Jan 2015","U","0","N"
"MS","165595","20 Jan 2015","N","0","N"
"MS","165602","9 Jan 2015","N","0","N"
"MS","165603","9 Jan 2015","N","0","N"
"MS","165605","19 Jan 2015","U","0",""
"MS","165608","15 Jan 2015","N","0","N"
"MS","165609","12 Jan 2015","U","0",""
"MS","165612","13 Jan 2015","N","0","N"
"MS","165613","13 Jan 2015","N","0","N"
"MS","165615","17 Feb 2015","N","0","N"
"MS","165616","13 Jan 2015","U","0",""
"MS","165629","21 Jan 2015","N","0","N"
"MS","165630","14 Jan 2015","N","0","N"
"MS.WEB","165631","13 Jan 2015","U","0",""
"MS","165632","12 Jan 2015","N","0","N"
"MS","165635","12 Jan 2015","U","0",""
"MS","165638","13 Jan 2015","U","0","N"
"MS","165644","13 Jan 2015","N","0","N"
"MS","165649","4 Mar 2015","U","0",""
"MS","165650","12 Jan 2015","U","0",""
"MS","165652","11 Feb 2015","N","0","N"
"MS","165661","11 Feb 2015","N","0","N"
"MS","165663","14 Jan 2015","N","0","N"
"UNIVERSE","165667","13 Jan 2015","U","0",""
"Universe","165668","13 Jan 2015","U","0",""
"MS","165669","13 Jan 2015","U","0",""
"UNIVERSE","165670","13 Jan 2015","U","0",""
"Universe","165671","13 Jan 2015","U","0",""
"UNIVERSE","165672","13 Jan 2015","U","0",""
"MS","165673","13 Jan 2015","U","0",""
"MS","165678","12 Feb 2015","N","0","N"
"MS","165679","14 Jan 2015","N","0","N"
"VISAGE","165681","15 Jan 2015","U","0",""
"MS","165682","14 Jan 2015","U","0",""
"MS","165686","14 Jan 2015","U","0",""
"CONS","165694","15 Jan 2015","Y","0",""
"MS","165699","4 Mar 2015","U","0",""
"MS","165702","16 Jan 2015","N","0","N"
"MS.WEB","165704","16 Jan 2015","U","0",""
"MS","165707","21 Jan 2015","N","0","N"
"INFORMER_EVAL","165708","16 Jan 2015","U","0",""
"MS","165710","19 Jan 2015","N","0","N"
"MS","165712","23 Jan 2015","U","0",""
"MS","165723","19 Jan 2015","U","0",""
"MS","165728","19 Jan 2015","N","0","N"
"MS","165731","21 Jan 2015","N","0","N"
"MS","165733","11 Mar 2015","U","0",""
"MS","165734","20 Jan 2015","N","0","N"
"MS","165737","20 Jan 2015","N","0","N"
"INFORMER","165738","11 Mar 2015","U","0",""
"MS","165739","21 Jan 2015","N","0","N"
"MS","165743","4 Mar 2015","N","0","N"
"MS","165762","11 Mar 2015","N","0","N"
"MS","165764","12 Feb 2015","U","0",""
"MS","165765","23 Jan 2015","N","0","N"
"MS","165770","25 Feb 2015","N","0","N"
"MS","165776","23 Jan 2015","N","0","N"
"MS","165780","23 Jan 2015","U","0",""
"MS","165782","26 Jan 2015","N","0","N"
"MS","165786","17 Feb 2015","N","0","N"
"UNIVERSE","165794","11 Mar 2015","U","0",""
"UNIVERSE","165798","11 Mar 2015","N","0","N"
"MS","165806","18 Mar 2015","Y","0","N"
"MS","165807","28 Jan 2015","U","0",""
"MS","165812","27 Jan 2015","U","0",""
"MS","165813","27 Jan 2015","U","0",""
"MS","165814","27 Jan 2015","U","0",""
"MS","165815","27 Jan 2015","U","0",""
"MS","165816","27 Jan 2015","U","0",""
"MS","165817","27 Jan 2015","U","0",""
"MS","165818","27 Jan 2015","U","0",""
"VISAGE","165820","27 Jan 2015","U","0",""
"MS","165821","28 Jan 2015","U","0",""
"MS","165824","17 Feb 2015","N","0","N"
"MS","165826","15 Feb 2015","N","0","N"
"MS","165827","15 Feb 2015","N","0","N"
"MS","165829","18 Mar 2015","N","0","N"
"WEBDE","165831","29 Jan 2015","U","0",""
"SPECTRUM","165832","28 Jan 2015","N","0","N"
"MS","165833","29 Jan 2015","U","0",""
"MS","165835","28 Jan 2015","N","0","N"
"MS","165837","5 Mar 2015","N","0","N"
"MS","165839","24 Feb 2015","N","0","N"
"INFORMER","165840","24 Feb 2015","N","0","N"
"MS","165841","22 Apr 2015","N","0","N"
"MS","165844","18 Mar 2015","U","0",""
"MS","165846","2 Feb 2015","U","0","N"
"MS","165848","1 Apr 2015","N","0","N"
"MS","165849","11 Feb 2015","N","0","N"
"MS","165852","29 Jan 2015","U","0",""
"MS","165853","29 Jan 2015","N","0","N"
"MS","165855","29 Jan 2015","U","0",""
"INFORMER","165863","8 Apr 2015","U","0",""
"MS","165865","25 Feb 2015","N","0","N"
"GENERAL","165866","30 Jan 2015","N","0","N"
"GENERAL","165869","30 Jan 2015","N","0","N"
"SP","165874","2 Feb 2015","U","0",""
"MS","165877","20 Feb 2015","N","0","N"
"MS","165878","2 Feb 2015","N","0","N"
"VISAGE","165902","4 Feb 2015","U","0",""
"MS","165906","3 Feb 2015","N","0","N"
"SHOP","165907","11 Feb 2015","N","0","N"
"MS","165909","31 Mar 2015","N","0","N"
"MS","165919","3 Feb 2015","U","0",""
"MS","165926","4 Feb 2015","N","0","N"
"MS","165945","8 Apr 2015","U","0",""
"MS","165949","5 Feb 2015","N","0","N"
"MS","165953","4 Mar 2015","N","0","N"
"UNIVERSE","165956","5 Feb 2015","U","0",""
"MS","165960","6 Feb 2015","N","0","N"
"MS.WEB","165961","11 Feb 2015","U","0",""
"MS","165966","15 Feb 2015","N","0","N"
"MS","165967","6 Feb 2015","U","0",""
"MS","165968","9 Feb 2015","N","0","N"
"MS","165969","6 Feb 2015","U","0",""
"MS","165970","6 Feb 2015","N","0","N"
"MS","165979","15 Feb 2015","N","0","N"
"MS","165999","24 Feb 2015","N","0","N"
"MS","166000","17 Feb 2015","N","0","N"
"MS","166001","15 Feb 2015","N","0","N"
"MS","166002","9 Feb 2015","N","0","N"
"MS","166005","9 Feb 2015","N","0","N"
"MS","166009","11 Feb 2015","U","0",""
"MS","166010","9 Feb 2015","U","0",""
"MS","166013","29 Apr 2015","N","0","N"
"MS","166019","17 Feb 2015","N","0","N"
"MS","166020","17 Feb 2015","N","0","N"
"MS","166023","24 Feb 2015","N","0","N"
"MS","166028","1 Apr 2015","N","0","N"
"MS","166030","11 Feb 2015","N","0","N"
"VISAGE","166039","11 Feb 2015","U","0",""
"MS","166040","17 Feb 2015","U","0",""
"MS","166043","11 Feb 2015","U","0",""
"MS","166045","11 Mar 2015","N","0","N"
"MS","166046","16 Feb 2015","U","0",""
"MS","166055","12 Feb 2015","N","0","N"
"MS","166057","18 Feb 2015","N","0","N"
"MS","166066","13 Feb 2015","N","0","N"
"MS","166077","13 Feb 2015","N","0","N"
"MS","166081","17 Feb 2015","N","0","N"
"MS","166088","16 Feb 2015","U","0",""
"MS","166089","15 Feb 2015","N","0","N"
"MS","166090","25 Feb 2015","U","0",""
"MS","166091","17 Feb 2015","N","0","N"
"MS","166092","24 Feb 2015","N","0","N"
"MS","166093","3 Jun 2015","N","0","N"
"MS","166100","29 Apr 2015","N","0","N"
"MS","166103","11 Mar 2015","N","0","N"
"MS","166104","13 Mar 2015","N","0","N"
"MS","166105","11 Mar 2015","N","0",""
"MS","166106","17 Feb 2015","U","0",""
"MS","166107","16 Feb 2015","U","0",""
"MS","166108","16 Feb 2015","U","0",""
"MS","166109","16 Feb 2015","U","0",""
"MS","166110","16 Feb 2015","U","0",""
"MS","166111","16 Feb 2015","U","0",""
"MS","166112","16 Feb 2015","U","0",""
"MS","166114","1 Apr 2015","N","0","N"
"MS","166118","19 Feb 2015","N","0",""
"MS","166119","11 Mar 2015","N","0","N"
"MS","166121","1 Apr 2015","N","0","N"
"SP","166123","16 Feb 2015","N","0",""
"MS","166126","18 Feb 2015","N","0","N"
"MS","166127","22 May 2015","N","0","N"
"MS","166130","18 Feb 2015","N","0","N"
"MS","166131","15 Mar 2015","N","0","N"
"MS","166133","19 Feb 2015","N","0","N"
"MS","166135","6 Mar 2015","N","0","N"
"MS","166136","18 Mar 2015","U","0",""
"MS","166138","17 Feb 2015","U","0",""
"MS","166140","17 Feb 2015","U","0",""
"MS","166141","17 Feb 2015","N","0","N"
"MS","166142","17 Feb 2015","U","0",""
"MS","166143","18 Mar 2015","N","0","N"
"MS","166149","18 Feb 2015","N","0","N"
"MS","166153","17 Feb 2015","N","0","N"
"WEBDE","301196","14 Jan 2015","N","0","N"
"MS","166168","24 Feb 2015","N","0","N"
"MS","166176","26 Mar 2015","N","0","N"
"MS","166178","18 Feb 2015","N","0","N"
"MS","166180","19 Mar 2015","N","0","N"
"MS","166193","5 Mar 2015","N","0","N"
"MS","166194","19 Feb 2015","N","0","N"
"MS","166195","19 Feb 2015","N","0","N"
"MS","166196","19 Feb 2015","N","0","N"
"MS","166197","18 Mar 2015","N","0",""
"MS","166199","8 Apr 2015","N","0",""
"MS","166200","19 Feb 2015","N","0","N"
"MS.WEB","166201","19 Feb 2015","U","0",""
"INFORMER","166205","19 Feb 2015","N","0",""
"INFORMER","166206","19 Feb 2015","N","0",""
"INFORMER","166207","19 Feb 2015","N","0",""
"INFORMER","166208","19 Feb 2015","N","0",""
"MS","166211","19 Feb 2015","Y","0","Y"
"MS","166212","19 Feb 2015","N","0","N"
"MS","166213","20 Feb 2015","U","0",""
"MS","166216","24 Feb 2015","N","0","N"
"SP","166223","8 Apr 2015","U","0",""
"MS.WEB","166246","23 Feb 2015","U","0",""
"MS","166265","25 Feb 2015","Y","0","N"
"MS","166275","24 Feb 2015","U","0",""
"MS","166279","1 Apr 2015","N","0","N"
"MS","166282","24 Feb 2015","N","0","N"
"MS","166283","24 Feb 2015","N","0","N"
"MS","166289","26 Mar 2015","N","0","N"
"VISAGE","166291","24 Feb 2015","N","0",""
"MS","166305","1 Apr 2015","N","0","N"
"MS","166307","25 Feb 2015","U","0",""
"MS","166310","24 Mar 2015","N","0","N"
"MS","166323","26 Feb 2015","N","0","N"
"MS","166331","27 Feb 2015","N","0","N"
"SP","166332","15 Apr 2015","U","0",""
"SP","166333","26 Feb 2015","U","0",""
"SP","166334","26 Feb 2015","U","0",""
"SP","166335","26 Feb 2015","U","0",""
"SP","166336","26 Feb 2015","U","0",""
"SP","166337","26 Feb 2015","N","0","N"
"VISAGE","166339","27 Apr 2015","N","0","N"
"MS","166340","24 Mar 2015","N","0","N"
"MS","166348","3 Mar 2015","N","0","N"
"SP","166349","1 Mar 2015","U","0",""
"INFORMER","166351","1 Mar 2015","U","0",""
"MS.WEB","166354","27 Feb 2015","U","0",""
"MS.WEB","166355","27 Feb 2015","U","0",""
"MS.WEB","166356","27 Feb 2015","U","0",""
"MS.WEB","166357","27 Feb 2015","U","0",""
"MS","166359","28 Apr 2015","N","0","N"
"MS","166361","12 Mar 2015","N","0","N"
"MS","166363","27 Feb 2015","N","0","N"
"MS","166364","27 Feb 2015","N","0","N"
"MS","166365","27 Feb 2015","N","0","N"
"MS","166366","2 Mar 2015","N","0","N"
"GENERAL","166367","27 Feb 2015","N","0","N"
"MS","166377","12 Mar 2015","N","0","N"
"MS","166381","2 Mar 2015","N","0","N"
"MS","166387","2 Mar 2015","N","0","N"
"MS","166392","20 May 2015","N","0","N"
"MS","166394","2 Mar 2015","N","0","N"
"MS","166398","2 Mar 2015","U","0",""
"MS","166400","3 Mar 2015","N","0","N"
"MS","166414","2 Mar 2015","N","0","N"
"MS","166426","28 Apr 2015","N","0","N"
"GENERAL","301467","24 Feb 2015","N","0","N"
"MS","166440","4 Mar 2015","N","0","N"
"MS","166441","4 Mar 2015","N","0","N"
"MS","166442","4 Mar 2015","N","0","N"
"MS","166444","7 Dec 2015","N","0","N"
"MS","166448","4 Mar 2015","N","0","N"
"INFORMER","166454","9 Mar 2015","U","0",""
"MS","166465","5 Mar 2015","N","0","N"
"MS","166472","6 Mar 2015","N","0","N"
"MS","166475","13 May 2015","N","0","N"
"MS","166487","6 Mar 2015","N","0","N"
"MS","166488","6 Mar 2015","N","0","N"
"MS","166490","5 Mar 2015","U","0",""
"MS","166492","1 Apr 2015","N","0","N"
"MS","166498","11 Mar 2015","N","0","N"
"SP","166501","6 Mar 2015","U","0",""
"INFORMER","166502","6 Mar 2015","U","0",""
"WEBDE","166503","6 Mar 2015","U","0",""
"MS","166506","7 Apr 2015","U","0",""
"MS","166507","6 Mar 2015","U","0",""
"MS","166508","9 Mar 2015","U","0",""
"MS.WEB","166518","9 Mar 2015","N","0",""
"MS","166547","9 Mar 2015","N","0","N"
"MS","166550","19 Mar 2015","N","0","N"
"MS","166552","11 Mar 2015","U","0",""
"MS","166560","9 Mar 2015","Y","0","Y"
"MS","166561","9 Mar 2015","Y","0","Y"
"MS","166562","9 Mar 2015","Y","0","Y"
"SP","166566","13 Apr 2015","U","0",""
"VISAGE","166568","10 Mar 2015","U","0",""
"SP","166572","13 Mar 2015","U","0",""
"MS","166579","10 Mar 2015","N","0","N"
"MS","166580","16 Mar 2015","Y","0","N"
"GENERAL","166583","10 Mar 2015","N","0","N"
"MS","166589","11 Mar 2015","U","0",""
"GENERAL","166591","11 Mar 2015","N","0","N"
"MS","166594","9 Apr 2015","N","0","N"
"MS.WEB","166613","22 Apr 2015","N","0",""
"MS","166618","30 Mar 2015","N","0","N"
"MS","166619","1 Apr 2015","N","0","N"
"MS","166621","1 Apr 2015","N","0","N"
"MS","166649","17 Mar 2015","N","0","N"
"MS","166650","16 Mar 2015","N","0","N"
"MS","166653","16 Mar 2015","N","0","N"
"MS","166655","13 Apr 2015","N","0","N"
"MS","166657","17 Mar 2015","U","0",""
"MS.WEB","166661","17 Mar 2015","U","0",""
"MS.WEB","166662","17 Mar 2015","U","0",""
"MS.WEB","166663","17 Mar 2015","U","0",""
"MS","166664","17 Mar 2015","N","0","N"
"MS","166668","18 Mar 2015","N","0","N"
"MS","166678","15 Apr 2015","N","0","N"
"MS","166682","17 Mar 2015","U","0",""
"MS","166683","17 Mar 2015","U","0",""
"MS.WEB","166686","29 Apr 2015","U","0",""
"MS","166687","29 Apr 2015","N","0","N"
"MS","166691","18 Mar 2015","N","0","N"
"MS.WEB","166696","18 Mar 2015","U","0",""
"MS","166699","20 Mar 2015","N","0","N"
"MS","166700","18 Mar 2015","N","0","N"
"MS","166702","18 Mar 2015","N","0",""
"MS","166704","20 Mar 2015","N","0","N"
"MS","166707","20 Mar 2015","U","0",""
"MS","166722","19 Mar 2015","N","0","N"
"MS","166725","19 Mar 2015","U","0",""
"VISAGE","166726","19 Mar 2015","N","0","N"
"MS","166727","19 Mar 2015","N","0","N"
"MS","166747","27 Mar 2015","U","0",""
"SP","166751","23 Mar 2015","U","0",""
"MS","166758","24 Mar 2015","U","0",""
"INFORMER","166762","19 Apr 2015","N","0",""
"MS","166764","13 Apr 2015","U","0",""
"MS","166765","25 Mar 2015","U","0",""
"SPECTRUM","166766","24 Mar 2015","N","0","N"
"MS","166769","19 Apr 2015","N","0","N"
"MS","166775","24 Mar 2015","F","0","N"
"MS","166776","24 Mar 2015","N","0","N"
"MS","166782","25 Mar 2015","N","0","N"
"MS","166795","27 Mar 2015","N","0","N"
"MS","166798","26 Mar 2015","N","0","N"
"MS","166803","26 Mar 2015","N","0","N"
"MS","166808","9 Apr 2015","N","0","N"
"SP","166811","29 Mar 2015","U","0",""
"MS","166812","13 May 2015","U","0",""
"MS","166814","27 Mar 2015","U","0",""
"MS","166817","27 Mar 2015","N","0","N"
"MS","166822","27 Mar 2015","Y","0","N"
"MS","166825","30 Mar 2015","N","0","N"
"MS","166826","27 Mar 2015","N","0","N"
"MS","166827","30 Mar 2015","U","0",""
"MS","166828","29 Apr 2015","N","0","N"
"MS.WEB","166832","30 Mar 2015","U","0",""
"MS","166837","13 May 2015","N","0","N"
"MS","166840","23 Apr 2015","N","0","N"
"UNIVERSE","301881","6 Jan 2015","N","0","N"
"MS","166845","29 Apr 2015","N","0","N"
"MS","166847","30 Mar 2015","U","0",""
"MS","166848","30 Mar 2015","U","0",""
"MS","166857","29 Apr 2015","N","0",""
"MS","166859","8 Apr 2015","U","0",""
"UNIVERSE","166862","31 Mar 2015","U","0",""
"MS","166864","31 Mar 2015","U","0",""
"MS","166865","31 Mar 2015","N","0","N"
"MS","166867","31 Mar 2015","N","0","N"
"MS","166870","1 Apr 2015","U","0",""
"MS.WEB","166873","1 Apr 2015","U","0",""
"MS","166876","14 Apr 2015","N","0","N"
"MS","166884","2 Apr 2015","N","0","N"
"MS","166885","6 May 2015","N","0","N"
"MS","166887","20 May 2015","N","0","N"
"MS","166888","2 Apr 2015","U","0",""
"MS","166889","7 Apr 2015","U","0",""
"MS","166894","2 Apr 2015","N","0","N"
"SP","166899","9 Apr 2015","U","0",""
"MS","166904","29 Apr 2015","N","0","N"
"MS","166911","7 Apr 2015","U","0",""
"MS","166912","7 Apr 2015","U","0",""
"MS","166914","6 May 2015","N","0","N"
"MS","166935","7 Apr 2015","N","0","N"
"MS","166936","15 Apr 2015","N","0","N"
"MS","166939","7 Apr 2015","N","0","N"
"MS","166946","8 Apr 2015","U","0",""
"MS","166951","8 Apr 2015","N","0","N"
"MS","166962","8 Apr 2015","U","0",""
"SP","166965","28 Apr 2015","U","0",""
"SP","166966","9 Apr 2015","U","0",""
"MS","166967","22 Apr 2015","N","0","N"
"MS","166974","14 Apr 2015","N","0","N"
"MS","166983","25 Apr 2015","U","0",""
"MS","166998","27 May 2015","N","0","N"
"MS","167004","6 May 2015","R","0","N"
"MS","167006","16 Apr 2015","N","0","N"
"MS","167010","13 Apr 2015","U","0",""
"MS","167012","4 May 2015","U","0",""
"MS","167013","15 Jul 2015","U","0",""
"MS","167015","27 May 2015","N","0","N"
"MS","167020","3 Jun 2015","N","0","N"
"MS","167041","15 Apr 2015","U","0","Y"
"MS","167042","15 Apr 2015","U","0",""
"UNIVERSE","167043","15 Apr 2015","N","0",""
"MS","167045","25 Apr 2015","N","0","N"
"INFORMER","167046","15 Apr 2015","U","0",""
"MS","167049","15 Apr 2015","N","0","N"
"MS","167063","13 May 2015","N","0","N"
"SP","167064","17 Apr 2015","U","0",""
"MS","167066","23 Apr 2015","N","0","N"
"MS","167070","25 Apr 2015","U","0",""
"MS","167076","3 Jun 2015","U","0",""
"MS","167078","17 Apr 2015","R","0","N"
"MS","167079","17 Apr 2015","U","0",""
"MS","167080","13 May 2015","U","0",""
"SP","167088","25 Apr 2015","U","0",""
"INFORMER","167090","3 Jun 2015","U","0",""
"MS","167093","13 May 2015","U","0",""
"MS","167095","21 Apr 2015","N","0","N"
"MS","167101","20 Apr 2015","N","0","N"
"MS","167106","13 May 2015","N","0","N"
"MS","167109","21 Apr 2015","N","0","N"
"MS","167112","20 May 2015","N","0","N"
"MS","167114","22 Apr 2015","N","0","N"
"SP","167117","21 Apr 2015","U","0",""
"MS","167118","22 Apr 2015","U","0",""
"MS","167123","23 Apr 2015","U","0",""
"MS","167130","22 Apr 2015","U","0",""
"MS.WEB","167132","22 Apr 2015","U","0",""
"MS","167133","29 Apr 2015","N","0","N"
"MS","167136","23 Apr 2015","N","0","N"
"MS","167137","22 Apr 2015","U","0",""
"MS","167139","22 Apr 2015","N","0","N"
"INFORMER","167142","23 Apr 2015","U","0",""
"MS","167151","23 Apr 2015","N","0","N"
"UNIVERSE","167153","23 Apr 2015","U","0",""
"INFORMER","167156","28 Apr 2015","N","0","N"
"MS","167158","23 Apr 2015","U","0",""
"MS","167159","23 Apr 2015","U","0",""
"MS","167160","23 Apr 2015","U","0",""
"MS","167161","23 Apr 2015","N","0",""
"MS","167162","23 Apr 2015","N","0",""
"MS","167163","23 Apr 2015","N","0",""
"MS","167164","23 Apr 2015","N","0",""
"MS","167165","23 Apr 2015","N","0",""
"MS.WEB","167166","23 Apr 2015","N","0",""
"MS","167171","24 Apr 2015","U","0",""
"MS","167173","27 Apr 2015","N","0","N"
"MS","167176","24 Apr 2015","U","0",""
"ISM","167178","24 Apr 2015","N","0",""
"MS","167184","27 Apr 2015","U","0","Y"
"SP","167188","29 Apr 2015","U","0",""
"MS","167189","28 Apr 2015","N","0","N"
"MS","167191","27 Apr 2015","U","0",""
"MS","167202","28 Apr 2015","U","0",""
"MS","167204","28 Apr 2015","N","0","N"
"MS","167205","28 Apr 2015","N","0","N"
"SP","167211","29 Apr 2015","U","0",""
"SP","167212","29 Apr 2015","U","0",""
"MS","167213","17 Jun 2015","N","0","N"
"SP","167214","29 Apr 2015","U","0",""
"MS","167215","30 Apr 2015","N","0","N"
"MS","167216","5 May 2015","N","0","N"
"INFORMER","167218","29 Apr 2015","U","0",""
"VISAGE","167219","30 Apr 2015","U","0",""
"SP","167220","30 Apr 2015","U","0",""
"MS","167223","29 Apr 2015","U","0",""
"MS","167226","29 Apr 2015","U","0",""
"MS","167227","1 May 2015","U","0",""
"MS","167237","17 Jun 2015","N","0","N"
"INFORMER","167240","30 Apr 2015","U","0",""
"MS","167241","30 Apr 2015","N","0","N"
"SP","167246","2 May 2015","U","0",""
"MS","167251","1 May 2015","U","0",""
"INFORMER","167253","5 May 2015","U","0",""
"SP","167261","12 May 2015","U","0",""
"MS","167268","6 May 2015","U","0",""
"MS","167270","5 May 2015","U","0",""
"MS","167273","24 Jun 2015","U","0",""
"SP","167276","5 May 2015","U","0",""
"MS","167278","5 May 2015","N","0",""
"MS","167279","5 May 2015","N","0",""
"MS","167280","5 May 2015","N","0","N"
"MS","167324","6 May 2015","U","0","Y"
"VISAGE","167328","26 May 2015","N","0",""
"MS","167331","6 May 2015","N","0","N"
"SP","167333","10 May 2015","N","0","N"
"MS","167346","7 May 2015","U","0",""
"MS","167347","7 May 2015","U","0",""
"MS","167349","8 May 2015","N","0","N"
"MS","167351","8 May 2015","N","0","N"
"MS","167352","12 May 2015","N","0","N"
"MS","167354","8 May 2015","N","0","N"
"MS","167366","8 May 2015","U","0",""
"MS","167373","8 May 2015","U","0",""
"INFORMER","167381","8 May 2015","U","0",""
"MS","167392","15 May 2015","N","0",""
"MS","167393","11 May 2015","N","0","N"
"MS","167395","11 May 2015","R","0","N"
"MS","167399","11 May 2015","N","0","N"
"SP","167400","11 May 2015","U","0",""
"MS","167401","12 May 2015","N","0","N"
"SP","167421","13 May 2015","U","0",""
"SP","167429","11 May 2015","U","0",""
"MS","167432","12 May 2015","U","0",""
"MS","167433","12 May 2015","U","0",""
"MS","167434","12 May 2015","N","0","N"
"MS","167439","12 May 2015","N","0","N"
"MS","167442","13 May 2015","U","0",""
"MS","167444","13 May 2015","N","0","N"
"MS","167463","13 May 2015","U","0",""
"SP","167469","2 Jun 2015","U","0",""
"MS","167473","13 May 2015","N","0","N"
"MS","167475","14 May 2015","U","0",""
"MS","167477","13 May 2015","U","0",""
"MS","167481","14 May 2015","N","0","N"
"MS","167485","15 May 2015","N","0","N"
"MS","167491","14 May 2015","N","0","N"
"MS","167492","1 Jul 2015","N","0","N"
"MS","167496","17 Jun 2015","U","0",""
"MS","167501","15 May 2015","U","0",""
"MS","167502","15 May 2015","N","0","N"
"MS","167503","15 May 2015","U","0",""
"MS","167504","15 May 2015","N","0","N"
"MS","167505","10 Jun 2015","U","0",""
"MS","167524","18 May 2015","R","0","N"
"MS","167525","26 May 2015","N","0","N"
"MS","167526","19 May 2015","N","0","N"
"MS","167530","18 May 2015","N","0","N"
"MS","167542","19 May 2015","U","0",""
"MS","167544","20 May 2015","U","0",""
"MS","167547","17 Jun 2015","N","0","N"
"MS","167548","8 Jul 2015","U","0",""
"MS","167553","19 May 2015","N","0","N"
"SHOP","167557","20 May 2015","U","0",""
"MS","167568","21 May 2015","N","0","N"
"GENERAL","167574","21 May 2015","Y","0","N"
"MS","167576","22 Jun 2015","U","0",""
"GENERAL","167578","21 May 2015","Y","0","N"
"MS","167579","21 May 2015","U","0",""
"MS","167585","21 May 2015","U","0",""
"MS","167587","22 May 2015","N","0","N"
"MS","167590","17 Jun 2015","U","0",""
"MS","167592","4 Jun 2015","U","0",""
"SP","167598","9 Jun 2015","U","0",""
"MS","167599","22 May 2015","R","0","N"
"MS","167603","15 Jun 2015","N","0","N"
"MS","167616","11 Jun 2015","N","0","N"
"MS","167617","28 May 2015","N","0",""
"MS","167629","26 May 2015","Y","0","Y"
"MS","167640","27 May 2015","N","0","N"
"MS","167645","28 May 2015","U","0",""
"MS","167652","10 Jun 2015","N","0","N"
"MS","167662","29 May 2015","U","0",""
"MS","167665","28 May 2015","U","0",""
"VISAGE","167667","29 May 2015","U","0",""
"INFORMER","167670","29 May 2015","N","0",""
"INFORMER","167671","29 May 2015","N","0",""
"MS","167677","29 May 2015","U","0",""
"MS","167683","29 May 2015","N","0","N"
"MS","167687","1 Jun 2015","N","0","N"
"MS","167691","29 May 2015","N","0","N"
"MS","167695","1 Jun 2015","U","0",""
