"Product Code","Call No","Closed Date","Chargeable","Days With APT","Project Work"
"MS","161573","27 May 2015","Y","211","N"
"MS.WEB","165703","9 Dec 2015","U","212",""
"MS","162141","10 Jul 2015","N","214","N"
"MS","163418","13 Mar 2015","N","215","N"
"MS","165353","8 Oct 2015","N","217","N"
"MS","165355","8 Oct 2015","N","217","N"
"MS","164075","21 Jul 2015","N","218","N"
"MS","164095","15 Jul 2015","N","218","N"
"MS","161833","29 Jan 2015","R","219","N"
"MS","163139","20 May 2015","U","222",""
"SP","161172","5 Feb 2015","U","224",""
"MS","164484","21 Jul 2015","U","225","Y"
"MS","165022","22 Sep 2015","U","227","Y"
"MS","158452","2 Jun 2015","N","228","N"
"MS","162637","9 Jan 2015","U","229","Y"
"MS","164027","29 Jul 2015","N","230","N"
"MS","162649","28 Jan 2015","N","233","N"
"MS","163743","21 Aug 2015","Y","233","N"
"MS","165227","19 Oct 2015","N","233","Y"
"MS","165058","5 Oct 2015","U","234","Y"
"MS","165059","5 Oct 2015","U","234","Y"
"MS","163736","18 May 2015","N","235","N"
"MS","163140","26 Aug 2015","U","237",""
"MS","162648","27 Jan 2015","Y","240","Y"
"MS","163905","11 Jun 2015","N","241","N"
"APP","164875","5 Nov 2015","U","244","Y"
"MS","165156","19 Nov 2015","Y","244",""
"MS","163023","13 Mar 2015","N","246","Y"
"SPECTRUM","163622","7 Jul 2015","R","249",""
"SP","164412","1 Oct 2015","B","254",""
"MS","162522","13 Feb 2015","U","260","Y"
"MS.WEB","162391","10 Jul 2015","Y","268","Y"
"MS","161671","8 Jan 2015","N","272","N"
"MS","162154","28 Jan 2015","U","272","Y"
"VISAGE","164775","5 Nov 2015","N","277",""
"MS","163751","21 Jul 2015","U","280","Y"
"MS.WEB","161838","7 Jan 2015","Y","285",""
"MS","163141","19 Aug 2015","U","285",""
"MS","164961","16 Dec 2015","N","285","N"
"MS","164335","8 Oct 2015","N","286","N"
"INFORMER","164580","5 Nov 2015","N","286",""
"MS.WEB","161745","30 Mar 2015","U","290",""
"MS","164637","9 Nov 2015","N","290","N"
"MS","161096","3 Aug 2015","Y","291","N"
"MS","164150","18 Sep 2015","N","291","N"
"MS","159318","9 Jan 2015","Y","298","N"
"MS","161276","2 Jan 2015","U","299","Y"
"MS","161800","27 Feb 2015","U","299",""
"MS","162750","23 Sep 2015","R","299",""
"PWF","163112","10 Dec 2015","Y","299","Y"
"MS","163420","27 Jul 2015","U","300",""
"MS","163093","2 Sep 2015","N","301",""
"MS","163563","6 Aug 2015","N","304",""
"MS","163525","3 Aug 2015","U","305","Y"
"MS","162559","23 Apr 2015","U","308","Y"
"MS.WEB","167129","23 Apr 2015","U","309",""
"MS","167094","20 Apr 2015","N","310","N"
"MS","164485","18 Nov 2015","U","311","Y"
"MS","164486","19 Nov 2015","N","312","N"
"SP","160562","5 Feb 2015","B","313","N"
"MS","163133","24 Aug 2015","N","317","N"
"SPECTRUM","162923","11 Jun 2015","N","318","N"
"MS","163142","16 Sep 2015","Y","318",""
"MS","163615","4 Sep 2015","N","323","N"
"MS","160074","9 Nov 2015","N","324","N"
"MS","163657","23 Nov 2015","R","329","N"
"MS","163146","22 Oct 2015","U","330",""
"MS","163316","17 Sep 2015","N","331","N"
"MS","158982","23 Mar 2015","Y","332","Y"
"MS.WEB","162712","11 Jun 2015","N","333","N"
"MS","163203","6 Aug 2015","C","334",""
"MS","166651","14 Apr 2015","Y","337","N"
"MS","163571","20 Nov 2015","R","339","N"
"MS","163084","3 Aug 2015","U","343","Y"
"MS","164189","1 Dec 2015","N","343","N"
"VISAGE","161334","11 Feb 2015","U","344","N"
"SP","164016","18 Nov 2015","U","345","Y"
"SP","164017","18 Nov 2015","U","345","Y"
"MS","161340","27 May 2015","U","349",""
"MS","161641","27 Mar 2015","N","353","N"
"MS","161190","18 Feb 2015","U","359","Y"
"MS","161183","18 Feb 2015","N","360","Y"
"MS","163397","9 Dec 2015","N","361","N"
"MS","162708","3 Aug 2015","R","362","N"
"MS","162568","5 Nov 2015","Y","366","Y"
"SP","160399","16 Mar 2015","Y","371",""
"MS","158878","9 Jan 2015","Y","374","Y"
"MS.WEB","161852","9 Nov 2015","N","375","N"
"MS","163912","18 Dec 2015","N","376","N"
"MS","161011","10 Jun 2015","U","385",""
"MS","160251","4 Feb 2015","R","387","Y"
"MS","161668","15 May 2015","U","387","Y"
"UNIVERSE","165851","6 Feb 2015","U","389",""
"MS","163097","8 Oct 2015","R","390","N"
"MS","162214","6 Aug 2015","R","399",""
"MS","161433","5 Aug 2015","N","402","N"
"VISAGE","162179","3 Aug 2015","U","403","Y"
"MS","162324","20 Aug 2015","N","405","N"
"SPECTRUM","161546","11 Jun 2015","N","413","N"
"MS","161097","6 May 2015","N","419","N"
"ZZ","164728","17 Feb 2015","Y","440","Y"
"VISAGE","159878","18 Feb 2015","U","444",""
"SP","161622","3 Aug 2015","U","445","Y"
"MS","162209","5 Oct 2015","B","446","Y"
"MS","161558","3 Aug 2015","R","449","Y"
"MS","161559","3 Aug 2015","R","449","Y"
"MS","161560","3 Aug 2015","R","449","Y"
"MS.WEB","159809","9 Feb 2015","N","452","Y"
"VISAGE","161638","11 Nov 2015","Y","452","Y"
"MS","157347","4 Jan 2015","N","459",""
"MS","159377","14 Jan 2015","N","462","N"
"SP","160874","16 Oct 2015","Y","468","N"
"MS","161246","29 Jul 2015","N","469","N"
"MS","161240","3 Aug 2015","U","475","Y"
"MS","161179","3 Aug 2015","R","478","Y"
"MS","161184","3 Aug 2015","N","478","Y"
"MS","161185","3 Aug 2015","U","478","Y"
"SPECTRUM","159494","18 Feb 2015","N","479","N"
"MS","157953","23 Jun 2015","N","485","N"
"MS","158792","14 Jan 2015","Y","495","N"
"PWF","159159","13 Feb 2015","N","498","Y"
"MS","161987","24 Nov 2015","U","503","Y"
"MS","161985","26 Nov 2015","U","505","Y"
"WEBDE","159888","21 Oct 2015","U","506",""
"MS","158978","18 Feb 2015","Y","510",""
"MS","160067","5 Jun 2015","U","518","Y"
"SPECTRUM","163444","20 May 2015","N","523","N"
"MS","158044","18 Feb 2015","U","538",""
"SP","159302","6 May 2015","N","545",""
"MS","159641","5 Jun 2015","N","546","Y"
"MS","160105","22 Jul 2015","R","548","Y"
"MS","161193","18 Nov 2015","Y","554","Y"
"MS","158689","14 Apr 2015","N","562","N"
"MS","161194","2 Dec 2015","Y","564","Y"
"SP","160068","9 Sep 2015","U","586","Y"
"MS","159168","24 Jun 2015","N","591","Y"
"ISM","157430","18 Mar 2015","U","592","Y"
"MS","157692","18 Feb 2015","N","592",""
"MS","160103","24 Sep 2015","Y","594","Y"
"INFORMER","160069","5 Oct 2015","U","604","Y"
"PWF","159160","27 Aug 2015","Y","618","Y"
"MS.WEB","157478","7 Aug 2015","N","624",""
"MS","160066","16 Nov 2015","Y","634","Y"
"MS","159638","10 Nov 2015","N","644","N"
"MS","160383","30 Dec 2015","U","644",""
"MS","155743","9 Jan 2015","Y","655","Y"
"MS","157803","11 Jun 2015","N","667","N"
"MS","155480","14 Jan 2015","N","675","N"
"MS","155481","14 Jan 2015","N","675","N"
"MS.WEB","155753","18 Feb 2015","Y","683","Y"
"MS","155095","14 Jan 2015","N","700","N"
"MS","156297","9 Dec 2015","Y","706","N"
"MS","151927","18 Feb 2015","U","712",""
"SP","157764","24 Nov 2015","U","713",""
"MS","158721","7 Dec 2015","U","732","Y"
"MS","154909","1 Apr 2015","N","737","N"
"MS","156499","21 Jul 2015","N","752","N"
"ZZ","154343","18 Feb 2015","U","765","Y"
"SPECTRUM","151854","7 Jan 2015","R","857","N"
"MS","151785","11 Feb 2015","R","885","Y"
"MS","151783","15 Sep 2015","Y","893","Y"
"MS","153310","21 Jul 2015","N","921","N"
"MS.WEB","149090","7 Jan 2015","U","923","Y"
"MS","149743","13 Feb 2015","U","923","Y"
"ISM","148203","27 Mar 2015","N","1011","N"
"MS","147164","11 Jun 2015","N","1111","N"
"MS","147792","26 Nov 2015","U","1205","Y"
"MS","134241","11 Jun 2015","U","1549",""
